12:02:07.027 ->   Timestamp | Background value | Measured value | Final value 
12:09:29.635 ->  0000443159 |                0 |            691 |      0.6748
12:09:30.150 ->  0000443658 |                0 |            693 |      0.6768
12:09:30.620 ->  0000444158 |                0 |            692 |      0.6758
12:09:31.136 ->  0000444658 |                0 |            692 |      0.6758
12:09:31.651 ->  0000445157 |                0 |            692 |      0.6758
12:09:32.120 ->  0000445658 |                0 |            691 |      0.6748
12:09:32.637 ->  0000446158 |                0 |            692 |      0.6758
12:09:33.152 ->  0000446658 |                0 |            692 |      0.6758
12:09:33.620 ->  0000447158 |                0 |            693 |      0.6768
12:09:34.135 ->  0000447659 |                0 |            693 |      0.6768
12:09:34.652 ->  0000448159 |                0 |            692 |      0.6758
12:09:35.167 ->  0000448659 |                0 |            693 |      0.6768
12:09:35.636 ->  0000449160 |                0 |            693 |      0.6768
12:09:36.151 ->  0000449660 |                0 |            693 |      0.6768
12:09:36.620 ->  0000450160 |                0 |            693 |      0.6768
12:09:37.136 ->  0000450660 |                0 |            693 |      0.6768
12:09:37.640 ->  0000451161 |                0 |            693 |      0.6768
12:09:38.152 ->  0000451661 |                0 |            692 |      0.6758
12:09:38.617 ->  0000452161 |                0 |            692 |      0.6758
12:09:39.133 ->  0000452661 |                0 |            692 |      0.6758
12:09:39.648 ->  0000453161 |                0 |            692 |      0.6758
12:09:40.117 ->  0000453661 |                0 |            692 |      0.6758
12:09:40.634 ->  0000454161 |                0 |            692 |      0.6758
12:09:41.149 ->  0000454662 |                0 |            692 |      0.6758
12:09:41.620 ->  0000455162 |                0 |            692 |      0.6758
12:09:42.135 ->  0000455662 |                0 |            693 |      0.6768
12:09:42.604 ->  0000456162 |                0 |            693 |      0.6768
12:09:43.120 ->  0000456663 |                0 |            692 |      0.6758
12:09:43.636 ->  0000457163 |                0 |            692 |      0.6758
12:09:44.152 ->  0000457663 |                0 |            692 |      0.6758
12:09:44.620 ->  0000458164 |                0 |            693 |      0.6768
12:09:45.136 ->  0000458664 |                0 |            691 |      0.6748
12:09:45.651 ->  0000459164 |                0 |            692 |      0.6758
12:09:46.120 ->  0000459664 |                0 |            693 |      0.6768
12:09:46.636 ->  0000460165 |                0 |            693 |      0.6768
12:09:47.151 ->  0000460664 |                0 |            693 |      0.6768
12:09:47.620 ->  0000461164 |                0 |            692 |      0.6758
12:09:48.135 ->  0000461664 |                0 |            692 |      0.6758
12:09:48.604 ->  0000462163 |                0 |            693 |      0.6768
12:09:49.118 ->  0000462663 |                0 |            693 |      0.6768
12:09:49.635 ->  0000463163 |                0 |            692 |      0.6758
12:09:50.104 ->  0000463663 |                0 |            692 |      0.6758
12:09:50.619 ->  0000464163 |                0 |            693 |      0.6768
12:09:51.136 ->  0000464663 |                0 |            694 |      0.6777
12:09:51.604 ->  0000465162 |                0 |            693 |      0.6768
12:09:52.120 ->  0000465662 |                0 |            693 |      0.6768
12:09:52.635 ->  0000466162 |                0 |            692 |      0.6758
12:09:53.104 ->  0000466662 |                0 |            693 |      0.6768
12:09:53.619 ->  0000467163 |                0 |            692 |      0.6758
12:09:54.135 ->  0000467663 |                0 |            692 |      0.6758
12:09:54.604 ->  0000468163 |                0 |            692 |      0.6758
12:09:55.135 ->  0000468663 |                0 |            693 |      0.6768
12:09:55.603 ->  0000469164 |                0 |            692 |      0.6758
12:09:56.119 ->  0000469664 |                0 |            693 |      0.6768
12:09:56.634 ->  0000470164 |                0 |            692 |      0.6758
12:09:57.104 ->  0000470665 |                0 |            692 |      0.6758
12:09:57.620 ->  0000471165 |                0 |            693 |      0.6768
12:09:58.136 ->  0000471665 |                0 |            692 |      0.6758
12:09:58.605 ->  0000472165 |                0 |            692 |      0.6758
12:09:59.120 ->  0000472666 |                0 |            692 |      0.6758
12:09:59.635 ->  0000473166 |                0 |            692 |      0.6758
12:10:00.104 ->  0000473666 |                0 |            692 |      0.6758
12:10:00.620 ->  0000474166 |                0 |            692 |      0.6758
12:10:01.088 ->  0000474667 |                0 |            693 |      0.6768
12:10:01.604 ->  0000475167 |                0 |            692 |      0.6758
12:10:02.119 ->  0000475667 |                0 |            692 |      0.6758
12:10:02.588 ->  0000476168 |                0 |            693 |      0.6768
12:10:03.104 ->  0000476668 |                0 |            693 |      0.6768
12:10:03.620 ->  0000477168 |                0 |            692 |      0.6758
12:10:04.136 ->  0000477668 |                0 |            692 |      0.6758
12:10:04.604 ->  0000478169 |                0 |            692 |      0.6758
12:10:05.121 ->  0000478669 |                0 |            692 |      0.6758
12:10:05.636 ->  0000479169 |                0 |            693 |      0.6768
12:10:06.105 ->  0000479669 |                0 |            692 |      0.6758
12:10:06.623 ->  0000480169 |                0 |            692 |      0.6758
12:10:07.092 ->  0000480668 |                0 |            693 |      0.6768
12:10:07.607 ->  0000481168 |                0 |            692 |      0.6758
12:10:08.123 ->  0000481669 |                0 |            691 |      0.6748
12:10:08.591 ->  0000482168 |                0 |            693 |      0.6768
12:10:09.107 ->  0000482668 |                0 |            693 |      0.6768
12:10:09.576 ->  0000483168 |                0 |            693 |      0.6768
12:10:10.091 ->  0000483667 |                0 |            692 |      0.6758
12:10:10.609 ->  0000484167 |                0 |            692 |      0.6758
12:10:11.077 ->  0000484667 |                0 |            692 |      0.6758
12:10:11.593 ->  0000485167 |                0 |            693 |      0.6768
12:10:12.109 ->  0000485667 |                0 |            693 |      0.6768
12:10:12.624 ->  0000486167 |                0 |            692 |      0.6758
12:10:13.083 ->  0000486667 |                0 |            693 |      0.6768
12:10:13.598 ->  0000487168 |                0 |            693 |      0.6768
12:10:14.102 ->  0000487668 |                0 |            693 |      0.6768
12:10:14.617 ->  0000488168 |                0 |            693 |      0.6768
12:10:15.087 ->  0000488669 |                0 |            692 |      0.6758
12:10:15.598 ->  0000489169 |                0 |            693 |      0.6768
12:10:16.113 ->  0000489669 |                0 |            692 |      0.6758
12:10:16.582 ->  0000490169 |                0 |            693 |      0.6768
12:10:17.098 ->  0000490670 |                0 |            692 |      0.6758
12:10:17.566 ->  0000491170 |                0 |            692 |      0.6758
12:10:18.082 ->  0000491670 |                0 |            692 |      0.6758
12:10:18.597 ->  0000492170 |                0 |            693 |      0.6768
12:10:19.113 ->  0000492670 |                0 |            691 |      0.6748
12:10:19.583 ->  0000493170 |                0 |            692 |      0.6758
12:10:20.098 ->  0000493670 |                0 |            692 |      0.6758
12:10:20.614 ->  0000494171 |                0 |            692 |      0.6758
12:10:21.083 ->  0000494670 |                0 |            693 |      0.6768
12:10:21.598 ->  0000495170 |                0 |            692 |      0.6758
12:10:22.114 ->  0000495670 |                0 |            691 |      0.6748
12:10:22.582 ->  0000496169 |                0 |            693 |      0.6768
12:10:23.098 ->  0000496669 |                0 |            692 |      0.6758
12:10:23.567 ->  0000497169 |                0 |            692 |      0.6758
12:10:24.082 ->  0000497669 |                0 |            693 |      0.6768
12:10:24.597 ->  0000498169 |                0 |            694 |      0.6777
12:10:25.066 ->  0000498669 |                0 |            693 |      0.6768
12:10:25.581 ->  0000499168 |                0 |            692 |      0.6758
12:10:26.097 ->  0000499668 |                0 |            693 |      0.6768
12:10:26.604 ->  0000500168 |                0 |            693 |      0.6768
12:10:27.073 ->  0000500668 |                0 |            694 |      0.6777
12:10:27.588 ->  0000501169 |                0 |            692 |      0.6758
12:10:28.057 ->  0000501669 |                0 |            693 |      0.6768
12:10:28.573 ->  0000502169 |                0 |            693 |      0.6768
12:10:29.088 ->  0000502669 |                0 |            693 |      0.6768
12:10:29.599 ->  0000503170 |                0 |            693 |      0.6768
12:10:30.067 ->  0000503670 |                0 |            693 |      0.6768
12:10:30.569 ->  0000504170 |                0 |            693 |      0.6768
12:10:31.085 ->  0000504670 |                0 |            693 |      0.6768
12:10:31.600 ->  0000505170 |                0 |            693 |      0.6768
12:10:32.069 ->  0000505670 |                0 |            692 |      0.6758
12:10:32.585 ->  0000506170 |                0 |            692 |      0.6758
12:10:33.100 ->  0000506671 |                0 |            692 |      0.6758
12:10:33.569 ->  0000507171 |                0 |            693 |      0.6768
12:10:34.084 ->  0000507671 |                0 |            692 |      0.6758
12:10:34.600 ->  0000508171 |                0 |            692 |      0.6758
12:10:35.060 ->  0000508670 |                0 |            693 |      0.6768
12:10:35.575 ->  0000509170 |                0 |            693 |      0.6768
12:10:36.091 ->  0000509670 |                0 |            691 |      0.6748
12:10:36.559 ->  0000510170 |                0 |            692 |      0.6758
12:10:37.075 ->  0000510670 |                0 |            693 |      0.6768
12:10:37.590 ->  0000511170 |                0 |            693 |      0.6768
12:10:38.059 ->  0000511669 |                0 |            694 |      0.6777
12:10:38.574 ->  0000512169 |                0 |            693 |      0.6768
12:10:39.090 ->  0000512669 |                0 |            693 |      0.6768
12:10:39.559 ->  0000513168 |                0 |            692 |      0.6758
12:10:40.074 ->  0000513669 |                0 |            693 |      0.6768
12:10:40.543 ->  0000514169 |                0 |            693 |      0.6768
12:10:41.058 ->  0000514669 |                0 |            694 |      0.6777
12:10:41.574 ->  0000515169 |                0 |            692 |      0.6758
12:10:42.043 ->  0000515670 |                0 |            693 |      0.6768
12:10:42.558 ->  0000516170 |                0 |            693 |      0.6768
12:10:43.074 ->  0000516670 |                0 |            694 |      0.6777
12:10:43.589 ->  0000517171 |                0 |            693 |      0.6768
12:10:44.057 ->  0000517671 |                0 |            693 |      0.6768
12:10:44.573 ->  0000518171 |                0 |            692 |      0.6758
12:10:45.089 ->  0000518671 |                0 |            693 |      0.6768
12:10:45.558 ->  0000519172 |                0 |            692 |      0.6758
12:10:46.073 ->  0000519672 |                0 |            693 |      0.6768
12:10:46.542 ->  0000520172 |                0 |            692 |      0.6758
12:10:47.060 ->  0000520672 |                0 |            692 |      0.6758
12:10:47.575 ->  0000521172 |                0 |            693 |      0.6768
12:10:48.042 ->  0000521672 |                0 |            693 |      0.6768
12:10:48.559 ->  0000522172 |                0 |            692 |      0.6758
12:10:49.074 ->  0000522673 |                0 |            693 |      0.6768
12:10:49.543 ->  0000523173 |                0 |            692 |      0.6758
12:10:50.058 ->  0000523673 |                0 |            692 |      0.6758
12:10:50.563 ->  0000524173 |                0 |            693 |      0.6768
12:10:51.073 ->  0000524674 |                0 |            693 |      0.6768
12:10:51.542 ->  0000525174 |                0 |            692 |      0.6758
12:10:52.059 ->  0000525674 |                0 |            693 |      0.6768
12:10:52.567 ->  0000526174 |                0 |            693 |      0.6768
12:10:53.045 ->  0000526674 |                0 |            692 |      0.6758
12:10:53.558 ->  0000527173 |                0 |            692 |      0.6758
12:10:54.066 ->  0000527673 |                0 |            693 |      0.6768
12:10:54.568 ->  0000528174 |                0 |            692 |      0.6758
12:10:55.067 ->  0000528673 |                0 |            693 |      0.6768
12:10:55.574 ->  0000529173 |                0 |            693 |      0.6768
12:10:56.033 ->  0000529673 |                0 |            693 |      0.6768
12:10:56.548 ->  0000530172 |                0 |            693 |      0.6768
12:10:57.064 ->  0000530672 |                0 |            693 |      0.6768
12:10:57.532 ->  0000531172 |                0 |            693 |      0.6768
12:10:58.036 ->  0000531672 |                0 |            693 |      0.6768
12:10:58.551 ->  0000532172 |                0 |            693 |      0.6768
12:10:59.067 ->  0000532672 |                0 |            694 |      0.6777
12:10:59.536 ->  0000533172 |                0 |            693 |      0.6768
12:11:00.051 ->  0000533672 |                0 |            693 |      0.6768
12:11:00.534 ->  0000534172 |                0 |            693 |      0.6768
12:11:01.052 ->  0000534672 |                0 |            692 |      0.6758
12:11:01.520 ->  0000535173 |                0 |            692 |      0.6758
12:11:02.036 ->  0000535673 |                0 |            693 |      0.6768
12:11:02.551 ->  0000536173 |                0 |            693 |      0.6768
12:11:03.020 ->  0000536673 |                0 |            692 |      0.6758
12:11:03.543 ->  0000537174 |                0 |            693 |      0.6768
12:11:04.058 ->  0000537674 |                0 |            692 |      0.6758
12:11:04.541 ->  0000538174 |                0 |            693 |      0.6768
12:11:05.058 ->  0000538675 |                0 |            693 |      0.6768
12:11:05.526 ->  0000539175 |                0 |            692 |      0.6758
12:11:06.041 ->  0000539675 |                0 |            693 |      0.6768
12:11:06.557 ->  0000540175 |                0 |            693 |      0.6768
12:11:07.026 ->  0000540676 |                0 |            692 |      0.6758
12:11:07.541 ->  0000541176 |                0 |            693 |      0.6768
12:11:08.056 ->  0000541676 |                0 |            693 |      0.6768
12:11:08.525 ->  0000542176 |                0 |            692 |      0.6758
12:11:09.042 ->  0000542675 |                0 |            693 |      0.6768
12:11:09.510 ->  0000543175 |                0 |            693 |      0.6768
12:11:10.053 ->  0000543675 |                0 |            692 |      0.6758
12:11:10.523 ->  0000544175 |                0 |            692 |      0.6758
12:11:11.039 ->  0000544675 |                0 |            693 |      0.6768
12:11:11.521 ->  0000545175 |                0 |            693 |      0.6768
12:11:12.038 ->  0000545674 |                0 |            693 |      0.6768
12:11:12.548 ->  0000546174 |                0 |            693 |      0.6768
12:11:13.017 ->  0000546674 |                0 |            693 |      0.6768
12:11:13.533 ->  0000547173 |                0 |            693 |      0.6768
12:11:14.048 ->  0000547674 |                0 |            693 |      0.6768
12:11:14.517 ->  0000548174 |                0 |            693 |      0.6768
12:11:15.032 ->  0000548674 |                0 |            693 |      0.6768
12:11:15.524 ->  0000549174 |                0 |            692 |      0.6758
12:11:16.039 ->  0000549675 |                0 |            692 |      0.6758
12:11:16.555 ->  0000550175 |                0 |            692 |      0.6758
12:11:17.024 ->  0000550675 |                0 |            693 |      0.6768
12:11:17.506 ->  0000551176 |                0 |            693 |      0.6768
12:11:18.023 ->  0000551676 |                0 |            692 |      0.6758
12:11:18.539 ->  0000552176 |                0 |            693 |      0.6768
12:11:19.007 ->  0000552676 |                0 |            693 |      0.6768
12:11:19.525 ->  0000553177 |                0 |            693 |      0.6768
12:11:20.040 ->  0000553677 |                0 |            693 |      0.6768
12:11:20.509 ->  0000554177 |                0 |            693 |      0.6768
12:11:21.026 ->  0000554677 |                0 |            692 |      0.6758
12:11:21.541 ->  0000555177 |                0 |            693 |      0.6768
12:11:22.010 ->  0000555677 |                0 |            693 |      0.6768
12:11:22.523 ->  0000556177 |                0 |            692 |      0.6758
12:11:23.042 ->  0000556678 |                0 |            693 |      0.6768
12:11:23.510 ->  0000557178 |                0 |            693 |      0.6768
12:11:24.026 ->  0000557678 |                0 |            693 |      0.6768
12:11:24.541 ->  0000558178 |                0 |            694 |      0.6777
12:11:25.010 ->  0000558679 |                0 |            692 |      0.6758
12:11:25.525 ->  0000559179 |                0 |            692 |      0.6758
12:11:25.994 ->  0000559679 |                0 |            692 |      0.6758
12:11:26.511 ->  0000560180 |                0 |            692 |      0.6758
12:11:27.027 ->  0000560680 |                0 |            693 |      0.6768
12:11:27.495 ->  0000561180 |                0 |            693 |      0.6768
12:11:28.027 ->  0000561680 |                0 |            692 |      0.6758
12:11:28.542 ->  0000562181 |                0 |            692 |      0.6758
12:11:29.011 ->  0000562680 |                0 |            694 |      0.6777
12:11:29.525 ->  0000563180 |                0 |            692 |      0.6758
12:11:29.994 ->  0000563680 |                0 |            693 |      0.6768
12:11:30.548 ->  0000564179 |                0 |            692 |      0.6758
12:11:31.017 ->  0000564679 |                0 |            692 |      0.6758
12:11:31.534 ->  0000565179 |                0 |            693 |      0.6768
12:11:31.995 ->  0000565679 |                0 |            693 |      0.6768
12:11:32.505 ->  0000566179 |                0 |            693 |      0.6768
12:11:33.015 ->  0000566679 |                0 |            692 |      0.6758
12:11:33.519 ->  0000567178 |                0 |            692 |      0.6758
12:11:33.988 ->  0000567678 |                0 |            693 |      0.6768
12:11:34.503 ->  0000568178 |                0 |            694 |      0.6777
12:11:35.019 ->  0000568678 |                0 |            693 |      0.6768
12:11:35.535 ->  0000569179 |                0 |            693 |      0.6768
12:11:36.003 ->  0000569679 |                0 |            692 |      0.6758
12:11:36.519 ->  0000570179 |                0 |            693 |      0.6768
12:11:37.035 ->  0000570679 |                0 |            692 |      0.6758
12:11:37.503 ->  0000571180 |                0 |            692 |      0.6758
12:11:38.018 ->  0000571680 |                0 |            693 |      0.6768
12:11:38.487 ->  0000572180 |                0 |            694 |      0.6777
12:11:39.002 ->  0000572681 |                0 |            692 |      0.6758
12:11:39.518 ->  0000573181 |                0 |            694 |      0.6777
12:11:39.986 ->  0000573681 |                0 |            692 |      0.6758
12:11:40.502 ->  0000574181 |                0 |            692 |      0.6758
12:11:41.018 ->  0000574682 |                0 |            692 |      0.6758
12:11:41.486 ->  0000575182 |                0 |            693 |      0.6768
12:11:42.002 ->  0000575682 |                0 |            692 |      0.6758
12:11:42.517 ->  0000576182 |                0 |            693 |      0.6768
12:11:43.000 ->  0000576683 |                0 |            694 |      0.6777
12:11:43.515 ->  0000577183 |                0 |            693 |      0.6768
12:11:43.983 ->  0000577683 |                0 |            693 |      0.6768
12:11:44.499 ->  0000578184 |                0 |            693 |      0.6768
12:11:45.014 ->  0000578684 |                0 |            693 |      0.6768
12:11:45.483 ->  0000579184 |                0 |            693 |      0.6768
12:11:45.998 ->  0000579684 |                0 |            693 |      0.6768
12:11:46.513 ->  0000580185 |                0 |            693 |      0.6768
12:11:46.997 ->  0000580685 |                0 |            692 |      0.6758
12:11:47.513 ->  0000581185 |                0 |            693 |      0.6768
12:11:47.982 ->  0000581685 |                0 |            694 |      0.6777
12:11:48.499 ->  0000582185 |                0 |            692 |      0.6758
12:11:49.016 ->  0000582684 |                0 |            693 |      0.6768
12:11:49.485 ->  0000583184 |                0 |            692 |      0.6758
12:11:50.000 ->  0000583685 |                0 |            693 |      0.6768
12:11:50.514 ->  0000584184 |                0 |            693 |      0.6768
12:11:51.019 ->  0000584684 |                0 |            692 |      0.6758
12:11:51.483 ->  0000585184 |                0 |            693 |      0.6768
12:11:51.987 ->  0000585683 |                0 |            693 |      0.6768
12:11:52.502 ->  0000586183 |                0 |            692 |      0.6758
12:11:52.970 ->  0000586683 |                0 |            693 |      0.6768
12:11:53.486 ->  0000587183 |                0 |            692 |      0.6758
12:11:54.002 ->  0000587683 |                0 |            694 |      0.6777
12:11:54.470 ->  0000588183 |                0 |            693 |      0.6768
12:11:54.988 ->  0000588683 |                0 |            693 |      0.6768
12:11:55.503 ->  0000589184 |                0 |            694 |      0.6777
12:11:56.010 ->  0000589684 |                0 |            693 |      0.6768
12:11:56.479 ->  0000590184 |                0 |            693 |      0.6768
12:11:56.994 ->  0000590685 |                0 |            693 |      0.6768
12:11:57.510 ->  0000591185 |                0 |            694 |      0.6777
12:11:57.994 ->  0000591685 |                0 |            693 |      0.6768
12:11:58.463 ->  0000592185 |                0 |            692 |      0.6758
12:11:58.969 ->  0000592686 |                0 |            693 |      0.6768
12:11:59.501 ->  0000593186 |                0 |            693 |      0.6768
12:11:59.970 ->  0000593686 |                0 |            693 |      0.6768
12:12:00.485 ->  0000594186 |                0 |            693 |      0.6768
12:12:01.002 ->  0000594686 |                0 |            692 |      0.6758
12:12:01.470 ->  0000595186 |                0 |            693 |      0.6768
12:12:01.999 ->  0000595686 |                0 |            693 |      0.6768
12:12:02.502 ->  0000596187 |                0 |            693 |      0.6768
12:12:02.957 ->  0000596686 |                0 |            693 |      0.6768
12:12:03.474 ->  0000597186 |                0 |            693 |      0.6768
12:12:03.990 ->  0000597686 |                0 |            692 |      0.6758
12:12:04.458 ->  0000598185 |                0 |            694 |      0.6777
12:12:04.973 ->  0000598685 |                0 |            693 |      0.6768
12:12:05.489 ->  0000599185 |                0 |            692 |      0.6758
12:12:06.005 ->  0000599685 |                0 |            693 |      0.6768
12:12:06.473 ->  0000600185 |                0 |            693 |      0.6768
12:12:06.983 ->  0000600685 |                0 |            693 |      0.6768
12:12:07.452 ->  0000601184 |                0 |            693 |      0.6768
12:12:07.966 ->  0000601684 |                0 |            693 |      0.6768
12:12:08.477 ->  0000602184 |                0 |            694 |      0.6777
12:12:08.993 ->  0000602684 |                0 |            693 |      0.6768
12:12:09.461 ->  0000603185 |                0 |            693 |      0.6768
12:12:09.977 ->  0000603685 |                0 |            694 |      0.6777
12:12:10.492 ->  0000604185 |                0 |            693 |      0.6768
12:12:10.961 ->  0000604685 |                0 |            694 |      0.6777
12:12:11.476 ->  0000605186 |                0 |            692 |      0.6758
12:12:11.992 ->  0000605686 |                0 |            694 |      0.6777
12:12:12.463 ->  0000606186 |                0 |            692 |      0.6758
12:12:12.981 ->  0000606686 |                0 |            694 |      0.6777
12:12:13.442 ->  0000607186 |                0 |            693 |      0.6768
12:12:13.958 ->  0000607686 |                0 |            693 |      0.6768
12:12:14.473 ->  0000608186 |                0 |            693 |      0.6768
12:12:14.989 ->  0000608687 |                0 |            692 |      0.6758
12:12:15.457 ->  0000609187 |                0 |            693 |      0.6768
12:12:15.973 ->  0000609687 |                0 |            692 |      0.6758
12:12:16.488 ->  0000610187 |                0 |            693 |      0.6768
12:12:16.957 ->  0000610686 |                0 |            693 |      0.6768
12:12:17.473 ->  0000611186 |                0 |            692 |      0.6758
12:12:17.942 ->  0000611686 |                0 |            692 |      0.6758
12:12:18.456 ->  0000612186 |                0 |            694 |      0.6777
12:12:18.972 ->  0000612686 |                0 |            694 |      0.6777
12:12:19.440 ->  0000613186 |                0 |            692 |      0.6758
12:12:19.956 ->  0000613685 |                0 |            693 |      0.6768
12:12:20.465 ->  0000614185 |                0 |            693 |      0.6768
12:12:20.981 ->  0000614685 |                0 |            693 |      0.6768
12:12:21.449 ->  0000615184 |                0 |            693 |      0.6768
12:12:21.964 ->  0000615685 |                0 |            692 |      0.6758
12:12:22.481 ->  0000616185 |                0 |            693 |      0.6768
12:12:22.950 ->  0000616685 |                0 |            693 |      0.6768
12:12:23.464 ->  0000617185 |                0 |            694 |      0.6777
12:12:23.933 ->  0000617686 |                0 |            692 |      0.6758
12:12:24.448 ->  0000618186 |                0 |            692 |      0.6758
12:12:24.964 ->  0000618686 |                0 |            693 |      0.6768
12:12:25.433 ->  0000619187 |                0 |            692 |      0.6758
12:12:25.948 ->  0000619687 |                0 |            694 |      0.6777
12:12:26.464 ->  0000620187 |                0 |            692 |      0.6758
12:12:26.979 ->  0000620687 |                0 |            693 |      0.6768
12:12:27.447 ->  0000621188 |                0 |            693 |      0.6768
12:12:27.963 ->  0000621688 |                0 |            693 |      0.6768
12:12:28.478 ->  0000622188 |                0 |            693 |      0.6768
12:12:28.947 ->  0000622688 |                0 |            693 |      0.6768
12:12:29.462 ->  0000623188 |                0 |            693 |      0.6768
12:12:29.931 ->  0000623688 |                0 |            693 |      0.6768
12:12:30.446 ->  0000624188 |                0 |            692 |      0.6758
12:12:30.962 ->  0000624689 |                0 |            693 |      0.6768
12:12:31.430 ->  0000625189 |                0 |            694 |      0.6777
12:12:31.946 ->  0000625689 |                0 |            692 |      0.6758
12:12:32.461 ->  0000626189 |                0 |            693 |      0.6768
12:12:32.977 ->  0000626690 |                0 |            694 |      0.6777
12:12:33.445 ->  0000627190 |                0 |            692 |      0.6758
12:12:33.960 ->  0000627690 |                0 |            694 |      0.6777
12:12:34.476 ->  0000628190 |                0 |            693 |      0.6768
12:12:34.939 ->  0000628690 |                0 |            692 |      0.6758
12:12:35.455 ->  0000629189 |                0 |            692 |      0.6758
12:12:35.925 ->  0000629689 |                0 |            692 |      0.6758
12:12:36.454 ->  0000630190 |                0 |            692 |      0.6758
12:12:36.959 ->  0000630689 |                0 |            692 |      0.6758
12:12:37.428 ->  0000631189 |                0 |            693 |      0.6768
12:12:37.943 ->  0000631689 |                0 |            692 |      0.6758
12:12:38.459 ->  0000632188 |                0 |            692 |      0.6758
12:12:38.927 ->  0000632688 |                0 |            692 |      0.6758
12:12:39.443 ->  0000633188 |                0 |            694 |      0.6777
12:12:39.958 ->  0000633688 |                0 |            694 |      0.6777
12:12:40.442 ->  0000634188 |                0 |            694 |      0.6777
12:12:40.911 ->  0000634688 |                0 |            693 |      0.6768
12:12:41.426 ->  0000635188 |                0 |            693 |      0.6768
12:12:41.942 ->  0000635688 |                0 |            693 |      0.6768
12:12:42.457 ->  0000636188 |                0 |            692 |      0.6758
12:12:42.926 ->  0000636688 |                0 |            692 |      0.6758
12:12:43.441 ->  0000637189 |                0 |            693 |      0.6768
12:12:43.957 ->  0000637689 |                0 |            693 |      0.6768
12:12:44.425 ->  0000638189 |                0 |            693 |      0.6768
12:12:44.941 ->  0000638689 |                0 |            694 |      0.6777
12:12:45.456 ->  0000639190 |                0 |            694 |      0.6777
12:12:45.925 ->  0000639690 |                0 |            693 |      0.6768
12:12:46.440 ->  0000640190 |                0 |            693 |      0.6768
12:12:46.956 ->  0000640691 |                0 |            693 |      0.6768
12:12:47.425 ->  0000641191 |                0 |            693 |      0.6768
12:12:47.940 ->  0000641691 |                0 |            693 |      0.6768
12:12:48.409 ->  0000642191 |                0 |            693 |      0.6768
12:12:48.924 ->  0000642692 |                0 |            693 |      0.6768
12:12:49.456 ->  0000643192 |                0 |            694 |      0.6777
12:12:49.925 ->  0000643692 |                0 |            692 |      0.6758
12:12:50.441 ->  0000644192 |                0 |            693 |      0.6768
12:12:50.909 ->  0000644691 |                0 |            693 |      0.6768
12:12:51.425 ->  0000645191 |                0 |            693 |      0.6768
12:12:51.940 ->  0000645691 |                0 |            693 |      0.6768
12:12:52.407 ->  0000646191 |                0 |            693 |      0.6768
12:12:52.925 ->  0000646691 |                0 |            693 |      0.6768
12:12:53.441 ->  0000647191 |                0 |            693 |      0.6768
12:12:53.910 ->  0000647690 |                0 |            694 |      0.6777
12:12:54.425 ->  0000648190 |                0 |            692 |      0.6758
12:12:54.942 ->  0000648690 |                0 |            693 |      0.6768
12:12:55.410 ->  0000649189 |                0 |            694 |      0.6777
12:12:55.927 ->  0000649690 |                0 |            693 |      0.6768
12:12:56.442 ->  0000650190 |                0 |            694 |      0.6777
12:12:56.936 ->  0000650690 |                0 |            694 |      0.6777
12:12:57.405 ->  0000651190 |                0 |            692 |      0.6758
12:12:57.920 ->  0000651691 |                0 |            693 |      0.6768
12:12:58.436 ->  0000652191 |                0 |            694 |      0.6777
12:12:58.904 ->  0000652691 |                0 |            692 |      0.6758
12:12:59.420 ->  0000653192 |                0 |            693 |      0.6768
12:12:59.935 ->  0000653692 |                0 |            694 |      0.6777
12:13:00.404 ->  0000654192 |                0 |            694 |      0.6777
12:13:00.920 ->  0000654692 |                0 |            693 |      0.6768
12:13:01.388 ->  0000655193 |                0 |            692 |      0.6758
12:13:01.905 ->  0000655693 |                0 |            693 |      0.6768
12:13:02.418 ->  0000656193 |                0 |            693 |      0.6768
12:13:02.935 ->  0000656693 |                0 |            693 |      0.6768
12:13:03.404 ->  0000657193 |                0 |            694 |      0.6777
12:13:03.919 ->  0000657693 |                0 |            694 |      0.6777
12:13:04.436 ->  0000658193 |                0 |            692 |      0.6758
12:13:04.906 ->  0000658694 |                0 |            693 |      0.6768
12:13:05.422 ->  0000659194 |                0 |            694 |      0.6777
12:13:05.937 ->  0000659694 |                0 |            693 |      0.6768
12:13:06.406 ->  0000660194 |                0 |            692 |      0.6758
12:13:06.921 ->  0000660695 |                0 |            694 |      0.6777
12:13:07.404 ->  0000661195 |                0 |            693 |      0.6768
12:13:07.916 ->  0000661695 |                0 |            693 |      0.6768
12:13:08.431 ->  0000662196 |                0 |            693 |      0.6768
12:13:08.899 ->  0000662696 |                0 |            692 |      0.6758
12:13:09.413 ->  0000663196 |                0 |            693 |      0.6768
12:13:09.931 ->  0000663696 |                0 |            693 |      0.6768
12:13:10.399 ->  0000664197 |                0 |            693 |      0.6768
12:13:10.916 ->  0000664696 |                0 |            694 |      0.6777
12:13:11.385 ->  0000665196 |                0 |            693 |      0.6768
12:13:11.901 ->  0000665696 |                0 |            692 |      0.6758
12:13:12.418 ->  0000666195 |                0 |            694 |      0.6777
12:13:12.884 ->  0000666695 |                0 |            693 |      0.6768
12:13:13.400 ->  0000667195 |                0 |            693 |      0.6768
12:13:13.916 ->  0000667695 |                0 |            694 |      0.6777
