12:02:07.027 ->   Timestamp | Background value | Measured value | Final value 
12:05:44.880 ->  0000218125 |                0 |            692 |      0.6758
12:05:45.395 ->  0000218626 |                0 |            692 |      0.6758
12:05:45.910 ->  0000219126 |                0 |            692 |      0.6758
12:05:46.369 ->  0000219626 |                0 |            691 |      0.6748
12:05:46.884 ->  0000220126 |                0 |            693 |      0.6768
12:05:47.397 ->  0000220626 |                0 |            691 |      0.6748
12:05:47.868 ->  0000221125 |                0 |            691 |      0.6748
12:05:48.384 ->  0000221625 |                0 |            691 |      0.6748
12:05:48.899 ->  0000222126 |                0 |            691 |      0.6748
12:05:49.368 ->  0000222625 |                0 |            691 |      0.6748
12:05:49.883 ->  0000223125 |                0 |            691 |      0.6748
12:05:50.399 ->  0000223625 |                0 |            692 |      0.6758
12:05:50.868 ->  0000224124 |                0 |            692 |      0.6758
12:05:51.383 ->  0000224624 |                0 |            692 |      0.6758
12:05:51.868 ->  0000225124 |                0 |            691 |      0.6748
12:05:52.383 ->  0000225624 |                0 |            692 |      0.6758
12:05:52.899 ->  0000226124 |                0 |            692 |      0.6758
12:05:53.367 ->  0000226624 |                0 |            692 |      0.6758
12:05:53.883 ->  0000227124 |                0 |            692 |      0.6758
12:05:54.398 ->  0000227624 |                0 |            692 |      0.6758
12:05:54.867 ->  0000228124 |                0 |            693 |      0.6768
12:05:55.382 ->  0000228624 |                0 |            692 |      0.6758
12:05:55.851 ->  0000229125 |                0 |            692 |      0.6758
12:05:56.367 ->  0000229625 |                0 |            693 |      0.6768
12:05:56.882 ->  0000230125 |                0 |            691 |      0.6748
12:05:57.351 ->  0000230625 |                0 |            692 |      0.6758
12:05:57.866 ->  0000231126 |                0 |            691 |      0.6748
12:05:58.382 ->  0000231626 |                0 |            692 |      0.6758
12:05:58.851 ->  0000232126 |                0 |            692 |      0.6758
12:05:59.367 ->  0000232627 |                0 |            692 |      0.6758
12:05:59.883 ->  0000233127 |                0 |            691 |      0.6748
12:06:00.398 ->  0000233627 |                0 |            692 |      0.6758
12:06:00.867 ->  0000234127 |                0 |            691 |      0.6748
12:06:01.382 ->  0000234628 |                0 |            691 |      0.6748
12:06:01.851 ->  0000235128 |                0 |            692 |      0.6758
12:06:02.367 ->  0000235628 |                0 |            692 |      0.6758
12:06:02.882 ->  0000236128 |                0 |            691 |      0.6748
12:06:03.351 ->  0000236627 |                0 |            691 |      0.6748
12:06:03.865 ->  0000237127 |                0 |            692 |      0.6758
12:06:04.334 ->  0000237627 |                0 |            691 |      0.6748
12:06:04.850 ->  0000238127 |                0 |            692 |      0.6758
12:06:05.365 ->  0000238627 |                0 |            691 |      0.6748
12:06:05.837 ->  0000239127 |                0 |            690 |      0.6738
12:06:06.352 ->  0000239626 |                0 |            691 |      0.6748
12:06:06.868 ->  0000240126 |                0 |            693 |      0.6768
12:06:07.350 ->  0000240626 |                0 |            692 |      0.6758
12:06:07.859 ->  0000241125 |                0 |            692 |      0.6758
12:06:08.374 ->  0000241626 |                0 |            692 |      0.6758
12:06:08.873 ->  0000242126 |                0 |            692 |      0.6758
12:06:09.342 ->  0000242626 |                0 |            693 |      0.6768
12:06:09.857 ->  0000243126 |                0 |            692 |      0.6758
12:06:10.373 ->  0000243627 |                0 |            693 |      0.6768
12:06:10.841 ->  0000244127 |                0 |            692 |      0.6758
12:06:11.357 ->  0000244627 |                0 |            691 |      0.6748
12:06:11.873 ->  0000245128 |                0 |            691 |      0.6748
12:06:12.354 ->  0000245628 |                0 |            691 |      0.6748
12:06:12.845 ->  0000246128 |                0 |            692 |      0.6758
12:06:13.349 ->  0000246628 |                0 |            692 |      0.6758
12:06:13.865 ->  0000247129 |                0 |            691 |      0.6748
12:06:14.333 ->  0000247629 |                0 |            691 |      0.6748
12:06:14.849 ->  0000248129 |                0 |            692 |      0.6758
12:06:15.364 ->  0000248629 |                0 |            691 |      0.6748
12:06:15.833 ->  0000249129 |                0 |            691 |      0.6748
12:06:16.349 ->  0000249629 |                0 |            691 |      0.6748
12:06:16.864 ->  0000250129 |                0 |            692 |      0.6758
12:06:17.333 ->  0000250630 |                0 |            691 |      0.6748
12:06:17.837 ->  0000251130 |                0 |            691 |      0.6748
12:06:18.353 ->  0000251630 |                0 |            692 |      0.6758
12:06:18.868 ->  0000252130 |                0 |            691 |      0.6748
12:06:19.337 ->  0000252631 |                0 |            691 |      0.6748
12:06:19.852 ->  0000253131 |                0 |            692 |      0.6758
12:06:20.321 ->  0000253631 |                0 |            692 |      0.6758
12:06:20.836 ->  0000254132 |                0 |            692 |      0.6758
12:06:21.352 ->  0000254632 |                0 |            691 |      0.6748
12:06:21.867 ->  0000255132 |                0 |            692 |      0.6758
12:06:22.336 ->  0000255632 |                0 |            693 |      0.6768
12:06:22.851 ->  0000256133 |                0 |            690 |      0.6738
12:06:23.366 ->  0000256632 |                0 |            692 |      0.6758
12:06:23.835 ->  0000257132 |                0 |            693 |      0.6768
12:06:24.350 ->  0000257632 |                0 |            692 |      0.6758
12:06:24.819 ->  0000258131 |                0 |            692 |      0.6758
12:06:25.335 ->  0000258631 |                0 |            693 |      0.6768
12:06:25.850 ->  0000259131 |                0 |            692 |      0.6758
12:06:26.319 ->  0000259631 |                0 |            691 |      0.6748
12:06:26.834 ->  0000260131 |                0 |            692 |      0.6758
12:06:27.350 ->  0000260631 |                0 |            691 |      0.6748
12:06:27.834 ->  0000261130 |                0 |            691 |      0.6748
12:06:28.350 ->  0000261630 |                0 |            692 |      0.6758
12:06:28.818 ->  0000262130 |                0 |            691 |      0.6748
12:06:29.334 ->  0000262630 |                0 |            692 |      0.6758
12:06:29.849 ->  0000263131 |                0 |            693 |      0.6768
12:06:30.318 ->  0000263631 |                0 |            692 |      0.6758
12:06:30.834 ->  0000264131 |                0 |            693 |      0.6768
12:06:31.349 ->  0000264631 |                0 |            692 |      0.6758
12:06:31.818 ->  0000265132 |                0 |            692 |      0.6758
12:06:32.333 ->  0000265632 |                0 |            692 |      0.6758
12:06:32.850 ->  0000266132 |                0 |            691 |      0.6748
12:06:33.319 ->  0000266633 |                0 |            691 |      0.6748
12:06:33.834 ->  0000267133 |                0 |            692 |      0.6758
12:06:34.350 ->  0000267633 |                0 |            693 |      0.6768
12:06:34.819 ->  0000268133 |                0 |            692 |      0.6758
12:06:35.334 ->  0000268634 |                0 |            690 |      0.6738
12:06:35.839 ->  0000269134 |                0 |            692 |      0.6758
12:06:36.342 ->  0000269634 |                0 |            692 |      0.6758
12:06:36.804 ->  0000270134 |                0 |            692 |      0.6758
12:06:37.320 ->  0000270635 |                0 |            692 |      0.6758
12:06:37.850 ->  0000271135 |                0 |            691 |      0.6748
12:06:38.319 ->  0000271635 |                0 |            691 |      0.6748
12:06:38.834 ->  0000272136 |                0 |            691 |      0.6748
12:06:39.350 ->  0000272636 |                0 |            692 |      0.6758
12:06:39.819 ->  0000273136 |                0 |            691 |      0.6748
12:06:40.334 ->  0000273636 |                0 |            692 |      0.6758
12:06:40.803 ->  0000274137 |                0 |            692 |      0.6758
12:06:41.318 ->  0000274637 |                0 |            692 |      0.6758
12:06:41.834 ->  0000275137 |                0 |            691 |      0.6748
12:06:42.349 ->  0000275637 |                0 |            691 |      0.6748
12:06:42.818 ->  0000276137 |                0 |            691 |      0.6748
12:06:43.333 ->  0000276636 |                0 |            692 |      0.6758
12:06:43.849 ->  0000277136 |                0 |            691 |      0.6748
12:06:44.318 ->  0000277637 |                0 |            692 |      0.6758
12:06:44.834 ->  0000278136 |                0 |            692 |      0.6758
12:06:45.302 ->  0000278636 |                0 |            692 |      0.6758
12:06:45.818 ->  0000279136 |                0 |            693 |      0.6768
12:06:46.333 ->  0000279635 |                0 |            691 |      0.6748
12:06:46.802 ->  0000280135 |                0 |            691 |      0.6748
12:06:47.318 ->  0000280635 |                0 |            693 |      0.6768
12:06:47.833 ->  0000281135 |                0 |            692 |      0.6758
12:06:48.302 ->  0000281635 |                0 |            692 |      0.6758
12:06:48.817 ->  0000282135 |                0 |            693 |      0.6768
12:06:49.333 ->  0000282635 |                0 |            692 |      0.6758
12:06:49.801 ->  0000283136 |                0 |            692 |      0.6758
12:06:50.317 ->  0000283636 |                0 |            693 |      0.6768
12:06:50.798 ->  0000284136 |                0 |            692 |      0.6758
12:06:51.304 ->  0000284637 |                0 |            692 |      0.6758
12:06:51.811 ->  0000285137 |                1 |            692 |      0.6738
12:06:52.327 ->  0000285637 |                0 |            693 |      0.6768
12:06:52.795 ->  0000286137 |                0 |            692 |      0.6758
12:06:53.321 ->  0000286638 |                0 |            691 |      0.6748
12:06:53.836 ->  0000287138 |                0 |            692 |      0.6758
12:06:54.305 ->  0000287638 |                0 |            692 |      0.6758
12:06:54.821 ->  0000288138 |                0 |            692 |      0.6758
12:06:55.289 ->  0000288638 |                0 |            692 |      0.6758
12:06:55.819 ->  0000289138 |                0 |            693 |      0.6768
12:06:56.336 ->  0000289638 |                0 |            692 |      0.6758
12:06:56.804 ->  0000290139 |                0 |            691 |      0.6748
12:06:57.320 ->  0000290638 |                0 |            692 |      0.6758
12:06:57.836 ->  0000291138 |                0 |            691 |      0.6748
12:06:58.305 ->  0000291638 |                0 |            692 |      0.6758
12:06:58.821 ->  0000292137 |                0 |            692 |      0.6758
12:06:59.325 ->  0000292637 |                0 |            692 |      0.6758
12:06:59.795 ->  0000293137 |                0 |            692 |      0.6758
12:07:00.312 ->  0000293637 |                0 |            692 |      0.6758
12:07:00.825 ->  0000294137 |                0 |            693 |      0.6768
12:07:01.290 ->  0000294637 |                0 |            692 |      0.6758
12:07:01.781 ->  0000295136 |                0 |            693 |      0.6768
12:07:02.297 ->  0000295636 |                0 |            692 |      0.6758
12:07:02.794 ->  0000296136 |                0 |            692 |      0.6758
12:07:03.310 ->  0000296636 |                0 |            692 |      0.6758
12:07:03.779 ->  0000297137 |                0 |            693 |      0.6768
12:07:04.294 ->  0000297637 |                0 |            692 |      0.6758
12:07:04.812 ->  0000298137 |                0 |            692 |      0.6758
12:07:05.321 ->  0000298637 |                0 |            692 |      0.6758
12:07:05.777 ->  0000299138 |                0 |            692 |      0.6758
12:07:06.308 ->  0000299638 |                0 |            692 |      0.6758
12:07:06.780 ->  0000300138 |                0 |            692 |      0.6758
12:07:07.289 ->  0000300638 |                0 |            692 |      0.6758
12:07:07.806 ->  0000301138 |                0 |            692 |      0.6758
12:07:08.312 ->  0000301638 |                0 |            692 |      0.6758
12:07:08.818 ->  0000302138 |                0 |            693 |      0.6768
12:07:09.284 ->  0000302639 |                0 |            692 |      0.6758
12:07:09.802 ->  0000303139 |                0 |            692 |      0.6758
12:07:10.271 ->  0000303639 |                0 |            692 |      0.6758
12:07:10.786 ->  0000304139 |                0 |            691 |      0.6748
12:07:11.318 ->  0000304638 |                0 |            692 |      0.6758
12:07:11.786 ->  0000305138 |                0 |            693 |      0.6768
12:07:12.302 ->  0000305638 |                0 |            692 |      0.6758
12:07:12.818 ->  0000306138 |                0 |            692 |      0.6758
12:07:13.286 ->  0000306638 |                0 |            692 |      0.6758
12:07:13.786 ->  0000307138 |                0 |            691 |      0.6748
12:07:14.301 ->  0000307637 |                0 |            692 |      0.6758
12:07:14.817 ->  0000308137 |                0 |            693 |      0.6768
12:07:15.285 ->  0000308637 |                0 |            692 |      0.6758
12:07:15.801 ->  0000309136 |                0 |            692 |      0.6758
12:07:16.270 ->  0000309637 |                0 |            692 |      0.6758
12:07:16.785 ->  0000310137 |                0 |            692 |      0.6758
12:07:17.301 ->  0000310637 |                0 |            692 |      0.6758
12:07:17.770 ->  0000311137 |                0 |            692 |      0.6758
12:07:18.285 ->  0000311638 |                0 |            692 |      0.6758
12:07:18.754 ->  0000312138 |                0 |            691 |      0.6748
12:07:19.305 ->  0000312638 |                0 |            691 |      0.6748
12:07:19.773 ->  0000313139 |                0 |            691 |      0.6748
12:07:20.289 ->  0000313639 |                0 |            692 |      0.6758
12:07:20.805 ->  0000314139 |                0 |            692 |      0.6758
12:07:21.274 ->  0000314639 |                0 |            692 |      0.6758
12:07:21.777 ->  0000315140 |                0 |            691 |      0.6748
12:07:22.293 ->  0000315640 |                0 |            692 |      0.6758
12:07:22.761 ->  0000316140 |                0 |            692 |      0.6758
12:07:23.277 ->  0000316640 |                0 |            691 |      0.6748
12:07:23.794 ->  0000317140 |                0 |            692 |      0.6758
12:07:24.263 ->  0000317640 |                0 |            692 |      0.6758
12:07:24.778 ->  0000318140 |                0 |            691 |      0.6748
12:07:25.293 ->  0000318641 |                0 |            693 |      0.6768
12:07:25.762 ->  0000319141 |                0 |            693 |      0.6768
12:07:26.277 ->  0000319641 |                0 |            692 |      0.6758
12:07:26.793 ->  0000320141 |                0 |            692 |      0.6758
12:07:27.262 ->  0000320642 |                0 |            692 |      0.6758
12:07:27.777 ->  0000321142 |                0 |            692 |      0.6758
12:07:28.293 ->  0000321642 |                0 |            691 |      0.6748
12:07:28.761 ->  0000322142 |                0 |            691 |      0.6748
12:07:29.263 ->  0000322642 |                0 |            691 |      0.6748
12:07:29.779 ->  0000323141 |                0 |            691 |      0.6748
12:07:30.248 ->  0000323641 |                0 |            692 |      0.6758
12:07:30.763 ->  0000324142 |                0 |            692 |      0.6758
12:07:31.279 ->  0000324641 |                0 |            692 |      0.6758
12:07:31.794 ->  0000325141 |                0 |            691 |      0.6748
12:07:32.263 ->  0000325641 |                0 |            692 |      0.6758
12:07:32.779 ->  0000326140 |                0 |            693 |      0.6768
12:07:33.296 ->  0000326640 |                0 |            693 |      0.6768
12:07:33.765 ->  0000327140 |                0 |            693 |      0.6768
12:07:34.280 ->  0000327640 |                0 |            692 |      0.6758
12:07:34.763 ->  0000328140 |                0 |            692 |      0.6758
12:07:35.280 ->  0000328640 |                0 |            693 |      0.6768
12:07:35.749 ->  0000329140 |                0 |            692 |      0.6758
12:07:36.264 ->  0000329640 |                0 |            691 |      0.6748
12:07:36.782 ->  0000330140 |                0 |            692 |      0.6758
12:07:37.250 ->  0000330640 |                0 |            692 |      0.6758
12:07:37.766 ->  0000331141 |                0 |            692 |      0.6758
12:07:38.281 ->  0000331641 |                0 |            693 |      0.6768
12:07:38.752 ->  0000332141 |                0 |            692 |      0.6758
12:07:39.267 ->  0000332641 |                0 |            692 |      0.6758
12:07:39.780 ->  0000333142 |                0 |            692 |      0.6758
12:07:40.251 ->  0000333642 |                0 |            691 |      0.6748
12:07:40.766 ->  0000334142 |                0 |            693 |      0.6768
12:07:41.237 ->  0000334643 |                0 |            692 |      0.6758
12:07:41.752 ->  0000335143 |                0 |            691 |      0.6748
12:07:42.267 ->  0000335643 |                0 |            692 |      0.6758
12:07:42.735 ->  0000336143 |                0 |            692 |      0.6758
12:07:43.252 ->  0000336644 |                0 |            691 |      0.6748
12:07:43.767 ->  0000337144 |                0 |            692 |      0.6758
12:07:44.283 ->  0000337644 |                0 |            693 |      0.6768
12:07:44.765 ->  0000338144 |                0 |            692 |      0.6758
12:07:45.229 ->  0000338643 |                0 |            691 |      0.6748
12:07:45.745 ->  0000339143 |                0 |            692 |      0.6758
12:07:46.261 ->  0000339643 |                0 |            691 |      0.6748
12:07:46.776 ->  0000340143 |                0 |            693 |      0.6768
12:07:47.245 ->  0000340643 |                0 |            693 |      0.6768
12:07:47.761 ->  0000341143 |                0 |            693 |      0.6768
12:07:48.276 ->  0000341642 |                0 |            692 |      0.6758
12:07:48.745 ->  0000342142 |                0 |            692 |      0.6758
12:07:49.230 ->  0000342642 |                0 |            692 |      0.6758
12:07:49.745 ->  0000343141 |                0 |            692 |      0.6758
12:07:50.261 ->  0000343642 |                0 |            692 |      0.6758
12:07:50.729 ->  0000344142 |                0 |            693 |      0.6768
12:07:51.245 ->  0000344642 |                0 |            691 |      0.6748
12:07:51.760 ->  0000345142 |                0 |            692 |      0.6758
12:07:52.276 ->  0000345643 |                0 |            692 |      0.6758
12:07:52.745 ->  0000346143 |                0 |            692 |      0.6758
12:07:53.260 ->  0000346643 |                0 |            692 |      0.6758
12:07:53.729 ->  0000347144 |                0 |            693 |      0.6768
12:07:54.244 ->  0000347644 |                0 |            693 |      0.6768
12:07:54.760 ->  0000348144 |                0 |            692 |      0.6758
12:07:55.228 ->  0000348644 |                0 |            693 |      0.6768
12:07:55.744 ->  0000349145 |                0 |            692 |      0.6758
12:07:56.259 ->  0000349645 |                0 |            692 |      0.6758
12:07:56.766 ->  0000350145 |                0 |            693 |      0.6768
12:07:57.234 ->  0000350645 |                0 |            691 |      0.6748
12:07:57.750 ->  0000351145 |                0 |            692 |      0.6758
12:07:58.265 ->  0000351645 |                0 |            693 |      0.6768
12:07:58.749 ->  0000352145 |                0 |            693 |      0.6768
12:07:59.218 ->  0000352646 |                0 |            692 |      0.6758
12:07:59.749 ->  0000353146 |                0 |            692 |      0.6758
12:08:00.259 ->  0000353646 |                0 |            691 |      0.6748
12:08:00.728 ->  0000354146 |                0 |            692 |      0.6758
12:08:01.230 ->  0000354647 |                0 |            692 |      0.6758
12:08:01.748 ->  0000355147 |                0 |            692 |      0.6758
12:08:02.264 ->  0000355647 |                0 |            693 |      0.6768
12:08:02.733 ->  0000356148 |                0 |            692 |      0.6758
12:08:03.248 ->  0000356648 |                0 |            691 |      0.6748
12:08:03.717 ->  0000357148 |                0 |            692 |      0.6758
12:08:04.232 ->  0000357648 |                0 |            692 |      0.6758
12:08:04.747 ->  0000358149 |                0 |            691 |      0.6748
12:08:05.216 ->  0000358648 |                0 |            693 |      0.6768
12:08:05.732 ->  0000359148 |                0 |            692 |      0.6758
12:08:06.248 ->  0000359648 |                0 |            692 |      0.6758
12:08:06.717 ->  0000360147 |                0 |            691 |      0.6748
12:08:07.232 ->  0000360647 |                0 |            693 |      0.6768
12:08:07.748 ->  0000361147 |                0 |            691 |      0.6748
12:08:08.263 ->  0000361647 |                0 |            691 |      0.6748
12:08:08.732 ->  0000362147 |                0 |            692 |      0.6758
12:08:09.247 ->  0000362647 |                0 |            692 |      0.6758
12:08:09.716 ->  0000363146 |                0 |            692 |      0.6758
12:08:10.231 ->  0000363646 |                0 |            693 |      0.6768
12:08:10.747 ->  0000364146 |                0 |            692 |      0.6758
12:08:11.216 ->  0000364646 |                0 |            692 |      0.6758
12:08:11.731 ->  0000365147 |                0 |            693 |      0.6768
12:08:12.200 ->  0000365647 |                0 |            692 |      0.6758
12:08:12.715 ->  0000366147 |                0 |            693 |      0.6768
12:08:13.231 ->  0000366647 |                0 |            691 |      0.6748
12:08:13.700 ->  0000367148 |                0 |            693 |      0.6768
12:08:14.216 ->  0000367648 |                0 |            692 |      0.6758
12:08:14.731 ->  0000368148 |                0 |            693 |      0.6768
12:08:15.247 ->  0000368649 |                0 |            693 |      0.6768
12:08:15.711 ->  0000369149 |                0 |            691 |      0.6748
12:08:16.228 ->  0000369649 |                0 |            692 |      0.6758
12:08:16.743 ->  0000370149 |                0 |            692 |      0.6758
12:08:17.212 ->  0000370650 |                0 |            692 |      0.6758
12:08:17.729 ->  0000371150 |                0 |            693 |      0.6768
12:08:18.199 ->  0000371650 |                0 |            692 |      0.6758
12:08:18.714 ->  0000372150 |                0 |            692 |      0.6758
12:08:19.230 ->  0000372651 |                0 |            693 |      0.6768
12:08:19.699 ->  0000373151 |                0 |            692 |      0.6758
12:08:20.215 ->  0000373651 |                0 |            691 |      0.6748
12:08:20.746 ->  0000374152 |                0 |            693 |      0.6768
12:08:21.214 ->  0000374652 |                0 |            692 |      0.6758
12:08:21.730 ->  0000375152 |                0 |            693 |      0.6768
12:08:22.245 ->  0000375652 |                0 |            693 |      0.6768
12:08:22.713 ->  0000376153 |                0 |            691 |      0.6748
12:08:23.229 ->  0000376653 |                0 |            692 |      0.6758
12:08:23.698 ->  0000377153 |                0 |            693 |      0.6768
12:08:24.213 ->  0000377653 |                0 |            692 |      0.6758
12:08:24.720 ->  0000378153 |                0 |            691 |      0.6748
12:08:25.236 ->  0000378652 |                0 |            692 |      0.6758
12:08:25.704 ->  0000379152 |                0 |            693 |      0.6768
12:08:26.220 ->  0000379653 |                0 |            692 |      0.6758
12:08:26.735 ->  0000380152 |                0 |            692 |      0.6758
12:08:27.205 ->  0000380652 |                0 |            693 |      0.6768
12:08:27.720 ->  0000381152 |                0 |            693 |      0.6768
12:08:28.191 ->  0000381651 |                0 |            692 |      0.6758
12:08:28.706 ->  0000382151 |                0 |            692 |      0.6758
12:08:29.222 ->  0000382651 |                0 |            692 |      0.6758
12:08:29.690 ->  0000383151 |                0 |            691 |      0.6748
12:08:30.206 ->  0000383651 |                0 |            692 |      0.6758
12:08:30.721 ->  0000384151 |                0 |            692 |      0.6758
12:08:31.190 ->  0000384651 |                0 |            693 |      0.6768
12:08:31.705 ->  0000385152 |                0 |            693 |      0.6768
12:08:32.221 ->  0000385652 |                0 |            693 |      0.6768
12:08:32.690 ->  0000386152 |                0 |            692 |      0.6758
12:08:33.205 ->  0000386653 |                0 |            692 |      0.6758
12:08:33.721 ->  0000387153 |                0 |            693 |      0.6768
12:08:34.189 ->  0000387653 |                0 |            692 |      0.6758
12:08:34.705 ->  0000388153 |                0 |            693 |      0.6768
12:08:35.220 ->  0000388654 |                0 |            692 |      0.6758
12:08:35.689 ->  0000389154 |                0 |            693 |      0.6768
12:08:36.204 ->  0000389654 |                0 |            692 |      0.6758
12:08:36.673 ->  0000390154 |                0 |            692 |      0.6758
12:08:37.189 ->  0000390654 |                0 |            692 |      0.6758
12:08:37.692 ->  0000391154 |                0 |            692 |      0.6758
12:08:38.207 ->  0000391654 |                0 |            692 |      0.6758
12:08:38.718 ->  0000392155 |                0 |            693 |      0.6768
12:08:39.186 ->  0000392654 |                0 |            692 |      0.6758
12:08:39.702 ->  0000393154 |                0 |            692 |      0.6758
12:08:40.217 ->  0000393654 |                0 |            691 |      0.6748
12:08:40.686 ->  0000394153 |                0 |            692 |      0.6758
12:08:41.202 ->  0000394653 |                0 |            693 |      0.6768
12:08:41.717 ->  0000395153 |                0 |            692 |      0.6758
12:08:42.186 ->  0000395653 |                0 |            692 |      0.6758
12:08:42.701 ->  0000396153 |                0 |            692 |      0.6758
12:08:43.217 ->  0000396653 |                0 |            692 |      0.6758
12:08:43.685 ->  0000397152 |                0 |            692 |      0.6758
12:08:44.201 ->  0000397652 |                0 |            693 |      0.6768
12:08:44.669 ->  0000398152 |                0 |            692 |      0.6758
12:08:45.185 ->  0000398652 |                0 |            692 |      0.6758
12:08:45.701 ->  0000399153 |                0 |            692 |      0.6758
12:08:46.169 ->  0000399653 |                0 |            692 |      0.6758
12:08:46.685 ->  0000400153 |                0 |            691 |      0.6748
12:08:47.200 ->  0000400653 |                0 |            692 |      0.6758
12:08:47.716 ->  0000401154 |                0 |            692 |      0.6758
12:08:48.184 ->  0000401654 |                0 |            692 |      0.6758
12:08:48.700 ->  0000402154 |                0 |            692 |      0.6758
12:08:49.170 ->  0000402654 |                0 |            693 |      0.6768
12:08:49.685 ->  0000403154 |                0 |            691 |      0.6748
12:08:50.201 ->  0000403654 |                0 |            692 |      0.6758
12:08:50.669 ->  0000404154 |                0 |            692 |      0.6758
12:08:51.185 ->  0000404655 |                0 |            692 |      0.6758
12:08:51.700 ->  0000405155 |                0 |            692 |      0.6758
12:08:52.170 ->  0000405655 |                0 |            692 |      0.6758
12:08:52.676 ->  0000406155 |                0 |            693 |      0.6768
12:08:53.192 ->  0000406654 |                0 |            693 |      0.6768
12:08:53.708 ->  0000407154 |                0 |            693 |      0.6768
12:08:54.176 ->  0000407654 |                0 |            692 |      0.6758
12:08:54.658 ->  0000408154 |                0 |            693 |      0.6768
12:08:55.179 ->  0000408654 |                0 |            691 |      0.6748
12:08:55.695 ->  0000409154 |                0 |            692 |      0.6758
12:08:56.164 ->  0000409653 |                0 |            692 |      0.6758
12:08:56.679 ->  0000410153 |                0 |            692 |      0.6758
12:08:57.198 ->  0000410653 |                0 |            693 |      0.6768
12:08:57.666 ->  0000411152 |                0 |            693 |      0.6768
12:08:58.183 ->  0000411653 |                0 |            692 |      0.6758
12:08:58.699 ->  0000412153 |                0 |            692 |      0.6758
12:08:59.162 ->  0000412653 |                0 |            692 |      0.6758
12:08:59.677 ->  0000413153 |                0 |            692 |      0.6758
12:09:00.193 ->  0000413654 |                0 |            692 |      0.6758
12:09:00.661 ->  0000414154 |                0 |            692 |      0.6758
12:09:01.177 ->  0000414654 |                0 |            692 |      0.6758
12:09:01.645 ->  0000415155 |                0 |            692 |      0.6758
12:09:02.161 ->  0000415655 |                0 |            692 |      0.6758
12:09:02.677 ->  0000416155 |                0 |            692 |      0.6758
12:09:03.180 ->  0000416655 |                0 |            692 |      0.6758
12:09:03.649 ->  0000417156 |                0 |            692 |      0.6758
12:09:04.175 ->  0000417656 |                0 |            693 |      0.6768
12:09:04.675 ->  0000418156 |                0 |            693 |      0.6768
12:09:05.197 ->  0000418656 |                0 |            692 |      0.6758
12:09:05.658 ->  0000419156 |                0 |            692 |      0.6758
12:09:06.163 ->  0000419656 |                0 |            693 |      0.6768
12:09:06.678 ->  0000420156 |                0 |            692 |      0.6758
12:09:07.162 ->  0000420657 |                0 |            692 |      0.6758
12:09:07.667 ->  0000421157 |                0 |            693 |      0.6768
12:09:08.183 ->  0000421657 |                0 |            691 |      0.6748
12:09:08.653 ->  0000422157 |                0 |            693 |      0.6768
12:09:09.168 ->  0000422658 |                0 |            693 |      0.6768
12:09:09.684 ->  0000423158 |                0 |            691 |      0.6748
12:09:10.166 ->  0000423658 |                0 |            692 |      0.6758
12:09:10.683 ->  0000424158 |                0 |            693 |      0.6768
12:09:11.152 ->  0000424658 |                0 |            692 |      0.6758
12:09:11.667 ->  0000425157 |                0 |            692 |      0.6758
12:09:12.182 ->  0000425657 |                0 |            692 |      0.6758
12:09:12.651 ->  0000426158 |                0 |            692 |      0.6758
12:09:13.167 ->  0000426657 |                0 |            692 |      0.6758
12:09:13.635 ->  0000427157 |                0 |            692 |      0.6758
12:09:14.151 ->  0000427657 |                0 |            692 |      0.6758
12:09:14.666 ->  0000428156 |                0 |            693 |      0.6768
12:09:15.182 ->  0000428656 |                0 |            693 |      0.6768
12:09:15.650 ->  0000429156 |                0 |            692 |      0.6758
12:09:16.166 ->  0000429656 |                0 |            693 |      0.6768
12:09:16.681 ->  0000430156 |                0 |            693 |      0.6768
12:09:17.138 ->  0000430656 |                0 |            693 |      0.6768
12:09:17.654 ->  0000431156 |                0 |            692 |      0.6758
12:09:18.169 ->  0000431656 |                0 |            692 |      0.6758
12:09:18.685 ->  0000432156 |                0 |            692 |      0.6758
12:09:19.149 ->  0000432656 |                0 |            691 |      0.6748
12:09:19.666 ->  0000433157 |                0 |            692 |      0.6758
12:09:20.136 ->  0000433657 |                0 |            693 |      0.6768
12:09:20.652 ->  0000434157 |                0 |            692 |      0.6758
12:09:21.168 ->  0000434657 |                0 |            693 |      0.6768
12:09:21.637 ->  0000435158 |                0 |            693 |      0.6768
12:09:22.153 ->  0000435658 |                0 |            692 |      0.6758
12:09:22.668 ->  0000436158 |                0 |            693 |      0.6768
12:09:23.135 ->  0000436659 |                0 |            693 |      0.6768
12:09:23.637 ->  0000437159 |                0 |            692 |      0.6758
12:09:24.152 ->  0000437659 |                0 |            692 |      0.6758
12:09:24.666 ->  0000438159 |                0 |            692 |      0.6758
12:09:25.136 ->  0000438660 |                0 |            692 |      0.6758
12:09:25.652 ->  0000439160 |                0 |            693 |      0.6768
12:09:26.120 ->  0000439660 |                0 |            692 |      0.6758
12:09:26.636 ->  0000440160 |                0 |            693 |      0.6768
12:09:27.151 ->  0000440659 |                0 |            692 |      0.6758
12:09:27.667 ->  0000441159 |                0 |            693 |      0.6768
12:09:28.135 ->  0000441659 |                0 |            691 |      0.6748
12:09:28.651 ->  0000442159 |                0 |            692 |      0.6758
12:09:29.166 ->  0000442659 |                0 |            693 |      0.6768
