pulse	I(D2)
3.189999999999976e+00	7.820799e-02
3.199999999999976e+00	7.845209e-02
3.209999999999976e+00	7.868765e-02
3.219999999999976e+00	7.891524e-02
3.229999999999976e+00	7.913535e-02
3.239999999999975e+00	7.934845e-02
3.249999999999975e+00	7.955495e-02
3.259999999999975e+00	7.975523e-02
3.269999999999975e+00	7.994962e-02
3.279999999999974e+00	8.013845e-02
3.289999999999974e+00	8.032200e-02
3.299999999999974e+00	8.050055e-02
3.309999999999974e+00	8.067434e-02
3.319999999999974e+00	8.084359e-02
3.329999999999973e+00	8.100852e-02
3.339999999999973e+00	8.116934e-02
3.349999999999973e+00	8.132622e-02
3.359999999999973e+00	8.147933e-02
3.369999999999973e+00	8.162883e-02
3.379999999999972e+00	8.177488e-02
3.389999999999972e+00	8.191762e-02
3.399999999999972e+00	8.205717e-02
3.409999999999972e+00	8.219367e-02
3.419999999999972e+00	8.232723e-02
3.429999999999971e+00	8.245797e-02
3.439999999999971e+00	8.258598e-02
3.449999999999971e+00	8.271135e-02
3.459999999999971e+00	8.283421e-02
3.469999999999970e+00	8.295462e-02
3.479999999999970e+00	8.307267e-02
3.489999999999970e+00	8.318844e-02
3.499999999999970e+00	8.330201e-02
3.509999999999970e+00	8.341345e-02
3.519999999999969e+00	8.352283e-02
3.529999999999969e+00	8.363020e-02
3.539999999999969e+00	8.373564e-02
3.549999999999969e+00	8.383922e-02
3.559999999999969e+00	8.394097e-02
3.569999999999968e+00	8.404095e-02
3.579999999999968e+00	8.413923e-02
3.589999999999968e+00	8.423584e-02
3.599999999999968e+00	8.433083e-02
3.609999999999967e+00	8.442426e-02
3.619999999999967e+00	8.451616e-02
3.629999999999967e+00	8.460658e-02
3.639999999999967e+00	8.469556e-02
3.649999999999967e+00	8.478313e-02
3.659999999999966e+00	8.486933e-02
3.669999999999966e+00	8.495420e-02
3.679999999999966e+00	8.503778e-02
3.689999999999966e+00	8.512009e-02
3.699999999999966e+00	8.520117e-02
3.709999999999965e+00	8.528104e-02
3.719999999999965e+00	8.535974e-02
3.729999999999965e+00	8.543731e-02
3.739999999999965e+00	8.551376e-02
3.749999999999964e+00	8.558911e-02
3.759999999999964e+00	8.566340e-02
3.769999999999964e+00	8.573665e-02
3.779999999999964e+00	8.580890e-02
3.789999999999964e+00	8.588015e-02
3.799999999999963e+00	8.595043e-02
3.809999999999963e+00	8.601975e-02
3.819999999999963e+00	8.608816e-02
3.829999999999963e+00	8.615566e-02
3.839999999999963e+00	8.622228e-02
3.849999999999962e+00	8.628802e-02
3.859999999999962e+00	8.635291e-02
3.869999999999962e+00	8.641698e-02
3.879999999999962e+00	8.648024e-02
3.889999999999961e+00	8.654269e-02
3.899999999999961e+00	8.660436e-02
3.909999999999961e+00	8.666528e-02
3.919999999999961e+00	8.672544e-02
3.929999999999961e+00	8.678487e-02
3.939999999999960e+00	8.684357e-02
3.949999999999960e+00	8.690158e-02
3.959999999999960e+00	8.695889e-02
3.969999999999960e+00	8.701552e-02
3.979999999999960e+00	8.707149e-02
3.989999999999959e+00	8.712681e-02
3.999999999999959e+00	8.718149e-02
4.009999999999959e+00	8.723553e-02
4.019999999999959e+00	8.728897e-02
4.029999999999959e+00	8.734179e-02
4.039999999999958e+00	8.739403e-02
4.049999999999958e+00	8.744568e-02
4.059999999999958e+00	8.749675e-02
4.069999999999958e+00	8.754726e-02
4.079999999999957e+00	8.759722e-02
4.089999999999957e+00	8.764664e-02
4.099999999999957e+00	8.769552e-02
4.109999999999957e+00	8.774389e-02
4.119999999999957e+00	8.779173e-02
4.129999999999956e+00	8.783907e-02
4.139999999999956e+00	8.788591e-02
4.149999999999956e+00	8.793226e-02
4.159999999999956e+00	8.797813e-02
4.169999999999956e+00	8.802353e-02
4.179999999999955e+00	8.806846e-02
4.189999999999955e+00	8.811293e-02
4.199999999999955e+00	8.815695e-02
4.209999999999955e+00	8.820053e-02
4.219999999999954e+00	8.824368e-02
4.229999999999954e+00	8.828639e-02
4.239999999999954e+00	8.832868e-02
4.249999999999954e+00	8.837056e-02
4.259999999999954e+00	8.841202e-02
4.269999999999953e+00	8.845309e-02
4.279999999999953e+00	8.849376e-02
4.289999999999953e+00	8.853403e-02
4.299999999999953e+00	8.857393e-02
4.309999999999953e+00	8.861344e-02
4.319999999999952e+00	8.865258e-02
4.329999999999952e+00	8.869136e-02
4.339999999999952e+00	8.872977e-02
4.349999999999952e+00	8.876783e-02
4.359999999999951e+00	8.880553e-02
4.369999999999951e+00	8.884288e-02
4.379999999999951e+00	8.887991e-02
4.389999999999951e+00	8.891658e-02
4.399999999999951e+00	8.895293e-02
4.409999999999950e+00	8.898895e-02
4.419999999999950e+00	8.902466e-02
4.429999999999950e+00	8.906004e-02
4.439999999999950e+00	8.909511e-02
4.449999999999950e+00	8.912987e-02
4.459999999999949e+00	8.916432e-02
4.469999999999949e+00	8.919848e-02
4.479999999999949e+00	8.923234e-02
4.489999999999949e+00	8.926591e-02
4.499999999999948e+00	8.929919e-02
4.509999999999948e+00	8.933218e-02
4.519999999999948e+00	8.936489e-02
4.529999999999948e+00	8.939733e-02
4.539999999999948e+00	8.942950e-02
4.549999999999947e+00	8.946139e-02
4.559999999999947e+00	8.949302e-02
4.569999999999947e+00	8.952439e-02
4.579999999999947e+00	8.955550e-02
4.589999999999947e+00	8.958635e-02
4.599999999999946e+00	8.961695e-02
4.609999999999946e+00	8.964731e-02
4.619999999999946e+00	8.967741e-02
4.629999999999946e+00	8.970727e-02
4.639999999999946e+00	8.973689e-02
4.649999999999945e+00	8.976629e-02
4.659999999999945e+00	8.979543e-02
4.669999999999945e+00	8.982436e-02
4.679999999999945e+00	8.985306e-02
4.689999999999944e+00	8.988152e-02
4.699999999999944e+00	8.990977e-02
4.709999999999944e+00	8.993779e-02
4.719999999999944e+00	8.996560e-02
4.729999999999944e+00	8.999320e-02
4.739999999999943e+00	9.002058e-02
4.749999999999943e+00	9.004775e-02
4.759999999999943e+00	9.007473e-02
4.769999999999943e+00	9.010149e-02
4.779999999999943e+00	9.012805e-02
4.789999999999942e+00	9.015441e-02
4.799999999999942e+00	9.018058e-02
4.809999999999942e+00	9.020654e-02
4.819999999999942e+00	9.023232e-02
4.829999999999941e+00	9.025791e-02
4.839999999999941e+00	9.028330e-02
4.849999999999941e+00	9.030852e-02
4.859999999999941e+00	9.033354e-02
4.869999999999941e+00	9.035839e-02
4.879999999999940e+00	9.038306e-02
4.889999999999940e+00	9.040755e-02
4.899999999999940e+00	9.043186e-02
4.909999999999940e+00	9.045600e-02
4.919999999999940e+00	9.047997e-02
4.929999999999939e+00	9.050377e-02
4.939999999999939e+00	9.052739e-02
4.949999999999939e+00	9.055085e-02
4.959999999999939e+00	9.057415e-02
4.969999999999938e+00	9.059729e-02
4.979999999999938e+00	9.062026e-02
4.989999999999938e+00	9.064308e-02
4.999999999999938e+00	9.066574e-02
5.009999999999938e+00	9.068824e-02
5.019999999999937e+00	9.071059e-02
5.029999999999937e+00	9.073278e-02
5.039999999999937e+00	9.075483e-02
5.049999999999937e+00	9.077672e-02
5.059999999999937e+00	9.079847e-02
5.069999999999936e+00	9.082007e-02
5.079999999999936e+00	9.084152e-02
5.089999999999936e+00	9.086284e-02
5.099999999999936e+00	9.088401e-02
5.109999999999935e+00	9.090504e-02
5.119999999999935e+00	9.092594e-02
5.129999999999935e+00	9.094669e-02
5.139999999999935e+00	9.096731e-02
5.149999999999935e+00	9.098779e-02
5.159999999999934e+00	9.100815e-02
5.169999999999934e+00	9.102837e-02
5.179999999999934e+00	9.104846e-02
5.189999999999934e+00	9.106842e-02
5.199999999999934e+00	9.108825e-02
5.209999999999933e+00	9.110795e-02
5.219999999999933e+00	9.112753e-02
5.229999999999933e+00	9.114698e-02
5.239999999999933e+00	9.116632e-02
5.249999999999932e+00	9.118553e-02
5.259999999999932e+00	9.120462e-02
5.269999999999932e+00	9.122359e-02
5.279999999999932e+00	9.124244e-02
5.289999999999932e+00	9.126118e-02
5.299999999999931e+00	9.127979e-02
5.309999999999931e+00	9.129830e-02
5.319999999999931e+00	9.131669e-02
5.329999999999931e+00	9.133496e-02
5.339999999999931e+00	9.135313e-02
5.349999999999930e+00	9.137119e-02
5.359999999999930e+00	9.138913e-02
5.369999999999930e+00	9.140696e-02
5.379999999999930e+00	9.142469e-02
5.389999999999930e+00	9.144232e-02
5.399999999999929e+00	9.145983e-02
5.409999999999929e+00	9.147725e-02
5.419999999999929e+00	9.149455e-02
5.429999999999929e+00	9.151176e-02
5.439999999999928e+00	9.152886e-02
5.449999999999928e+00	9.154586e-02
5.459999999999928e+00	9.156276e-02
5.469999999999928e+00	9.157957e-02
5.479999999999928e+00	9.159628e-02
5.489999999999927e+00	9.161288e-02
5.500000000000000e+00	9.162939e-02
