i1	V(n008)
7.356422544596040e-02	1.460737e+00
7.470218989272936e-02	1.462227e+00
7.585775750291451e-02	1.463732e+00
7.703120057971753e-02	1.465251e+00
7.822279563859627e-02	1.466786e+00
7.943282347242410e-02	1.468336e+00
8.066156921765723e-02	1.469901e+00
8.190932242152554e-02	1.471482e+00
8.317637711026285e-02	1.473079e+00
8.446303185839253e-02	1.474693e+00
8.576958985908502e-02	1.476323e+00
8.709635899560360e-02	1.477969e+00
8.844365191385542e-02	1.479632e+00
8.981178609606483e-02	1.481313e+00
9.120108393558628e-02	1.483011e+00
9.261187281287457e-02	1.484727e+00
9.404448517263031e-02	1.486461e+00
9.549925860213865e-02	1.488213e+00
9.697653591081989e-02	1.489984e+00
9.847666521101070e-02	1.491774e+00
9.999999999999480e-02	1.493583e+00
1.015468992433027e-01	1.495411e+00
1.031177274593001e-01	1.497259e+00
1.047128548050845e-01	1.499128e+00
1.063326571637106e-01	1.501016e+00
1.079775162327653e-01	1.502926e+00
1.096478196143127e-01	1.504856e+00
1.113439609062303e-01	1.506808e+00
1.130663397949579e-01	1.508781e+00
1.148153621496822e-01	1.510776e+00
1.165914401179770e-01	1.512794e+00
1.183949922229239e-01	1.514834e+00
1.202264434617349e-01	1.516898e+00
1.220862254059007e-01	1.518985e+00
1.239747763028878e-01	1.521095e+00
1.258925411794100e-01	1.523230e+00
1.278399719462956e-01	1.525389e+00
1.298175275049780e-01	1.527573e+00
1.318256738556337e-01	1.529783e+00
1.338648842069922e-01	1.532018e+00
1.359356390878453e-01	1.534279e+00
1.380384264602811e-01	1.536566e+00
1.401737418346695e-01	1.538880e+00
1.423420883864265e-01	1.541222e+00
1.445439770745850e-01	1.543591e+00
1.467799267621990e-01	1.545988e+00
1.490504643386115e-01	1.548414e+00
1.513561248436126e-01	1.550869e+00
1.536974515935188e-01	1.553353e+00
1.560749963092027e-01	1.555867e+00
1.584893192461028e-01	1.558411e+00
1.609409893262448e-01	1.560986e+00
1.634305842723049e-01	1.563592e+00
1.659586907437471e-01	1.566230e+00
1.685259044750660e-01	1.568901e+00
1.711328304161688e-01	1.571604e+00
1.737800828749281e-01	1.574340e+00
1.764682856619404e-01	1.577110e+00
1.791980722375236e-01	1.579914e+00
1.819700858609884e-01	1.582753e+00
1.847849797422190e-01	1.585627e+00
1.876434171955982e-01	1.588537e+00
1.905460717963142e-01	1.591483e+00
1.934936275390846e-01	1.594466e+00
1.964867789993359e-01	1.597487e+00
1.995262314968770e-01	1.600546e+00
2.026127012621032e-01	1.603643e+00
2.057469156047726e-01	1.606780e+00
2.089296130853924e-01	1.609957e+00
2.121615436892567e-01	1.613174e+00
2.154434690031764e-01	1.616432e+00
2.187761623949431e-01	1.619732e+00
2.221604091955688e-01	1.623074e+00
2.255970068843450e-01	1.626459e+00
2.290867652767645e-01	1.629887e+00
2.326305067153496e-01	1.633360e+00
2.362290662634330e-01	1.636878e+00
2.398832919019356e-01	1.640442e+00
2.435940447291890e-01	1.644052e+00
2.473621991638482e-01	1.647708e+00
2.511886431509439e-01	1.651413e+00
2.550742783711216e-01	1.655166e+00
2.590200204531178e-01	1.658968e+00
2.630267991895234e-01	1.662821e+00
2.670955587558834e-01	1.666724e+00
2.712272579331875e-01	1.670678e+00
2.754228703338011e-01	1.674685e+00
2.796833846308919e-01	1.678745e+00
2.840098047914054e-01	1.682858e+00
2.884031503126442e-01	1.687027e+00
2.928644564625070e-01	1.691251e+00
2.973947745234437e-01	1.695531e+00
3.019951720401844e-01	1.699868e+00
3.066667330713008e-01	1.704264e+00
3.114105584446582e-01	1.708718e+00
3.162277660168199e-01	1.713232e+00
3.211194909364640e-01	1.717807e+00
3.260868859118747e-01	1.722443e+00
3.311311214825722e-01	1.727142e+00
3.362533862951435e-01	1.731905e+00
3.414548873833406e-01	1.736732e+00
3.467368504525118e-01	1.741624e+00
3.521005201684317e-01	1.746583e+00
3.575471604506008e-01	1.751610e+00
3.630780547700805e-01	1.756704e+00
3.686945064519364e-01	1.761868e+00
3.743978389823596e-01	1.767103e+00
3.801893963205393e-01	1.772409e+00
3.860705432153591e-01	1.777788e+00
3.920426655269927e-01	1.783240e+00
3.981071705534743e-01	1.788768e+00
4.042654873623210e-01	1.794371e+00
4.105190671272842e-01	1.800051e+00
4.168693834703113e-01	1.805810e+00
4.233179328087963e-01	1.811648e+00
4.298662347082027e-01	1.817566e+00
4.365158322401406e-01	1.823567e+00
4.432682923459831e-01	1.829650e+00
4.501252062061075e-01	1.835818e+00
4.570881896148484e-01	1.842071e+00
4.641588833612508e-01	1.848411e+00
4.713389536157130e-01	1.854839e+00
4.786300923226104e-01	1.861356e+00
4.860340175989933e-01	1.867964e+00
4.935524741394517e-01	1.874664e+00
5.011872336272429e-01	1.881458e+00
5.089400951517792e-01	1.888346e+00
5.168128856325732e-01	1.895331e+00
5.248074602497418e-01	1.902414e+00
5.329257028811690e-01	1.909595e+00
5.411695265464318e-01	1.916878e+00
5.495408738575921e-01	1.924262e+00
5.580417174769635e-01	1.931750e+00
5.666740605819578e-01	1.939343e+00
5.754399373371230e-01	1.947043e+00
5.843414133734830e-01	1.954852e+00
5.933805862752928e-01	1.962770e+00
6.025595860743219e-01	1.970800e+00
6.118805757517856e-01	1.978943e+00
6.213457517480386e-01	1.987201e+00
6.309573444801556e-01	1.995576e+00
6.407176188675155e-01	2.004069e+00
6.506288748655183e-01	2.012683e+00
6.606934480075566e-01	2.021418e+00
6.709137099553711e-01	2.030277e+00
6.812920690579205e-01	2.039263e+00
6.918309709188950e-01	2.048375e+00
7.025328989730100e-01	2.057617e+00
7.134003750712133e-01	2.066990e+00
7.244359600749465e-01	2.076496e+00
7.356422544595970e-01	2.086138e+00
7.470218989272865e-01	2.095917e+00
7.585775750291379e-01	2.105836e+00
7.703120057971680e-01	2.115896e+00
7.822279563859552e-01	2.126099e+00
7.943282347242333e-01	2.136449e+00
8.066156921765644e-01	2.146946e+00
8.190932242152474e-01	2.157593e+00
8.317637711026203e-01	2.168393e+00
8.446303185839170e-01	2.179347e+00
8.576958985908417e-01	2.190459e+00
8.709635899560274e-01	2.201729e+00
8.844365191385456e-01	2.213161e+00
8.981178609606395e-01	2.224758e+00
9.120108393558538e-01	2.236521e+00
9.261187281287366e-01	2.248454e+00
9.404448517262939e-01	2.260558e+00
9.549925860213772e-01	2.272836e+00
9.697653591081895e-01	2.285291e+00
9.847666521100974e-01	2.297926e+00
1.000000000000000e+00	2.310743e+00
