v_ds1	Id(M1)
8.600000000000005e-01	1.440038e-01
8.700000000000006e-01	1.455432e-01
8.800000000000006e-01	1.470793e-01
8.900000000000006e-01	1.486120e-01
9.000000000000006e-01	1.501414e-01
9.100000000000006e-01	1.516674e-01
9.200000000000006e-01	1.531899e-01
9.300000000000006e-01	1.547091e-01
9.400000000000006e-01	1.562249e-01
9.500000000000006e-01	1.577372e-01
9.600000000000006e-01	1.592461e-01
9.700000000000006e-01	1.607516e-01
9.800000000000006e-01	1.622537e-01
9.900000000000007e-01	1.637522e-01
1.000000000000001e+00	1.652473e-01
1.010000000000001e+00	1.667390e-01
1.020000000000001e+00	1.682271e-01
1.030000000000001e+00	1.697117e-01
1.040000000000001e+00	1.711929e-01
1.050000000000001e+00	1.726705e-01
1.060000000000001e+00	1.741446e-01
1.070000000000001e+00	1.756151e-01
1.080000000000001e+00	1.770822e-01
1.090000000000001e+00	1.785456e-01
1.100000000000001e+00	1.800055e-01
1.110000000000001e+00	1.814618e-01
1.120000000000001e+00	1.829145e-01
1.130000000000001e+00	1.843636e-01
1.140000000000001e+00	1.858092e-01
1.150000000000001e+00	1.872511e-01
1.160000000000001e+00	1.886894e-01
1.170000000000001e+00	1.901240e-01
1.180000000000001e+00	1.915550e-01
1.190000000000001e+00	1.929823e-01
1.200000000000001e+00	1.944060e-01
1.210000000000001e+00	1.958260e-01
1.220000000000001e+00	1.972423e-01
1.230000000000001e+00	1.986549e-01
1.240000000000001e+00	2.000638e-01
1.250000000000001e+00	2.014690e-01
1.260000000000001e+00	2.028704e-01
1.270000000000001e+00	2.042681e-01
1.280000000000001e+00	2.056621e-01
1.290000000000001e+00	2.070523e-01
1.300000000000001e+00	2.084387e-01
1.310000000000001e+00	2.098213e-01
1.320000000000001e+00	2.112002e-01
1.330000000000001e+00	2.125752e-01
1.340000000000001e+00	2.139464e-01
1.350000000000001e+00	2.153138e-01
1.360000000000001e+00	2.166774e-01
1.370000000000001e+00	2.180371e-01
1.380000000000001e+00	2.193929e-01
1.390000000000001e+00	2.207448e-01
1.400000000000001e+00	2.220929e-01
1.410000000000001e+00	2.234371e-01
1.420000000000001e+00	2.247774e-01
1.430000000000001e+00	2.261138e-01
1.440000000000001e+00	2.274462e-01
1.450000000000001e+00	2.287747e-01
1.460000000000001e+00	2.300993e-01
1.470000000000001e+00	2.314199e-01
1.480000000000001e+00	2.327365e-01
1.490000000000001e+00	2.340491e-01
1.500000000000001e+00	2.353578e-01
1.510000000000001e+00	2.366624e-01
1.520000000000001e+00	2.379630e-01
1.530000000000001e+00	2.392596e-01
1.540000000000001e+00	2.405521e-01
1.550000000000001e+00	2.418406e-01
1.560000000000001e+00	2.431250e-01
1.570000000000001e+00	2.444054e-01
1.580000000000001e+00	2.456816e-01
1.590000000000001e+00	2.469538e-01
1.600000000000001e+00	2.482218e-01
1.610000000000001e+00	2.494857e-01
1.620000000000001e+00	2.507454e-01
1.630000000000001e+00	2.520011e-01
1.640000000000001e+00	2.532525e-01
1.650000000000001e+00	2.544998e-01
1.660000000000001e+00	2.557429e-01
1.670000000000001e+00	2.569818e-01
1.680000000000001e+00	2.582165e-01
1.690000000000001e+00	2.594469e-01
1.700000000000001e+00	2.606731e-01
1.710000000000001e+00	2.618951e-01
1.720000000000001e+00	2.631128e-01
1.730000000000001e+00	2.643262e-01
1.740000000000001e+00	2.655354e-01
1.750000000000001e+00	2.667402e-01
1.760000000000001e+00	2.679408e-01
1.770000000000001e+00	2.691370e-01
1.780000000000001e+00	2.703288e-01
1.790000000000001e+00	2.715164e-01
1.800000000000001e+00	2.726995e-01
1.810000000000001e+00	2.738783e-01
1.820000000000001e+00	2.750527e-01
1.830000000000001e+00	2.762227e-01
1.840000000000001e+00	2.773882e-01
1.850000000000001e+00	2.785494e-01
1.860000000000001e+00	2.797061e-01
1.870000000000001e+00	2.808583e-01
1.880000000000001e+00	2.820061e-01
1.890000000000001e+00	2.831494e-01
1.900000000000001e+00	2.842882e-01
1.910000000000001e+00	2.854224e-01
1.920000000000001e+00	2.865522e-01
1.930000000000001e+00	2.876774e-01
1.940000000000002e+00	2.887981e-01
1.950000000000002e+00	2.899142e-01
1.960000000000002e+00	2.910257e-01
1.970000000000002e+00	2.921327e-01
1.980000000000002e+00	2.932350e-01
1.990000000000002e+00	2.943327e-01
2.000000000000001e+00	2.954258e-01
2.010000000000001e+00	2.965142e-01
2.020000000000001e+00	2.975980e-01
2.030000000000001e+00	2.986771e-01
2.040000000000000e+00	2.997515e-01
2.050000000000000e+00	3.008212e-01
2.060000000000000e+00	3.018861e-01
2.070000000000000e+00	3.029464e-01
2.080000000000000e+00	3.040019e-01
2.089999999999999e+00	3.050526e-01
2.099999999999999e+00	3.060986e-01
2.109999999999999e+00	3.071398e-01
2.119999999999999e+00	3.081761e-01
2.129999999999999e+00	3.092076e-01
2.139999999999998e+00	3.102344e-01
2.149999999999998e+00	3.112562e-01
2.159999999999998e+00	3.122732e-01
2.169999999999998e+00	3.132853e-01
2.179999999999997e+00	3.142925e-01
2.189999999999997e+00	3.152948e-01
2.199999999999997e+00	3.162922e-01
2.209999999999997e+00	3.172846e-01
2.219999999999997e+00	3.182721e-01
2.229999999999996e+00	3.192546e-01
2.239999999999996e+00	3.202322e-01
2.249999999999996e+00	3.212047e-01
2.259999999999996e+00	3.221722e-01
2.269999999999996e+00	3.231347e-01
2.279999999999995e+00	3.240921e-01
2.289999999999995e+00	3.250445e-01
2.299999999999995e+00	3.259917e-01
2.309999999999995e+00	3.269339e-01
2.319999999999995e+00	3.278710e-01
2.329999999999994e+00	3.288029e-01
2.339999999999994e+00	3.297297e-01
2.349999999999994e+00	3.306513e-01
2.359999999999994e+00	3.315678e-01
2.369999999999993e+00	3.324791e-01
2.379999999999993e+00	3.333851e-01
2.389999999999993e+00	3.342860e-01
2.399999999999993e+00	3.351816e-01
2.409999999999993e+00	3.360719e-01
2.419999999999992e+00	3.369570e-01
2.429999999999992e+00	3.378368e-01
2.439999999999992e+00	3.387112e-01
2.449999999999992e+00	3.395804e-01
2.459999999999992e+00	3.404442e-01
2.469999999999991e+00	3.413026e-01
2.479999999999991e+00	3.421557e-01
2.489999999999991e+00	3.430034e-01
2.499999999999991e+00	3.438456e-01
2.509999999999990e+00	3.446825e-01
2.519999999999990e+00	3.455139e-01
2.529999999999990e+00	3.463398e-01
2.539999999999990e+00	3.471603e-01
2.549999999999990e+00	3.479753e-01
2.559999999999989e+00	3.487847e-01
2.569999999999989e+00	3.495886e-01
2.579999999999989e+00	3.503870e-01
2.589999999999989e+00	3.511798e-01
2.599999999999989e+00	3.519671e-01
2.609999999999988e+00	3.527487e-01
2.619999999999988e+00	3.535247e-01
2.629999999999988e+00	3.542951e-01
2.639999999999988e+00	3.550598e-01
2.649999999999987e+00	3.558188e-01
2.659999999999987e+00	3.565722e-01
2.669999999999987e+00	3.573198e-01
2.679999999999987e+00	3.580617e-01
2.689999999999987e+00	3.587979e-01
2.699999999999986e+00	3.595283e-01
2.709999999999986e+00	3.602529e-01
2.719999999999986e+00	3.609717e-01
2.729999999999986e+00	3.616847e-01
2.739999999999986e+00	3.623919e-01
2.749999999999985e+00	3.630931e-01
2.759999999999985e+00	3.637885e-01
2.769999999999985e+00	3.644781e-01
2.779999999999985e+00	3.651617e-01
2.789999999999984e+00	3.658393e-01
2.799999999999984e+00	3.665110e-01
2.809999999999984e+00	3.671768e-01
2.819999999999984e+00	3.678365e-01
2.829999999999984e+00	3.684902e-01
2.839999999999983e+00	3.691379e-01
2.849999999999983e+00	3.697796e-01
2.859999999999983e+00	3.704152e-01
2.869999999999983e+00	3.710446e-01
2.879999999999983e+00	3.716680e-01
2.889999999999982e+00	3.722852e-01
2.899999999999982e+00	3.728963e-01
2.909999999999982e+00	3.735012e-01
2.919999999999982e+00	3.740999e-01
2.929999999999982e+00	3.746924e-01
2.939999999999981e+00	3.752787e-01
2.949999999999981e+00	3.758587e-01
2.959999999999981e+00	3.764324e-01
2.969999999999981e+00	3.769999e-01
2.979999999999980e+00	3.775610e-01
2.989999999999980e+00	3.781158e-01
2.999999999999980e+00	3.786642e-01
3.009999999999980e+00	3.792063e-01
3.019999999999980e+00	3.797419e-01
3.029999999999979e+00	3.802712e-01
3.039999999999979e+00	3.807939e-01
3.049999999999979e+00	3.813103e-01
3.059999999999979e+00	3.818201e-01
3.069999999999979e+00	3.823234e-01
3.079999999999978e+00	3.828202e-01
3.089999999999978e+00	3.833104e-01
3.099999999999978e+00	3.837941e-01
3.109999999999978e+00	3.842712e-01
3.119999999999977e+00	3.847416e-01
3.129999999999977e+00	3.852054e-01
3.139999999999977e+00	3.856626e-01
3.149999999999977e+00	3.861130e-01
3.159999999999977e+00	3.865568e-01
3.169999999999976e+00	3.869938e-01
3.179999999999976e+00	3.874241e-01
3.189999999999976e+00	3.878476e-01
3.199999999999976e+00	3.882643e-01
3.209999999999976e+00	3.886742e-01
3.219999999999975e+00	3.890772e-01
3.229999999999975e+00	3.894734e-01
3.239999999999975e+00	3.898626e-01
3.249999999999975e+00	3.902450e-01
3.259999999999974e+00	3.906204e-01
3.269999999999974e+00	3.909889e-01
3.279999999999974e+00	3.913504e-01
3.289999999999974e+00	3.917048e-01
3.299999999999974e+00	3.920523e-01
3.309999999999973e+00	3.923927e-01
3.319999999999973e+00	3.927259e-01
3.329999999999973e+00	3.930521e-01
3.339999999999973e+00	3.933712e-01
3.349999999999973e+00	3.936831e-01
3.359999999999972e+00	3.939879e-01
3.369999999999972e+00	3.942854e-01
3.379999999999972e+00	3.945757e-01
3.389999999999972e+00	3.948587e-01
3.399999999999971e+00	3.951345e-01
3.409999999999971e+00	3.954030e-01
3.419999999999971e+00	3.956641e-01
3.429999999999971e+00	3.959179e-01
3.439999999999971e+00	3.961643e-01
3.449999999999970e+00	3.964033e-01
3.459999999999970e+00	3.966349e-01
3.469999999999970e+00	3.968590e-01
3.479999999999970e+00	3.970757e-01
3.489999999999970e+00	3.972848e-01
3.499999999999969e+00	3.974864e-01
3.509999999999969e+00	3.976805e-01
3.519999999999969e+00	3.978669e-01
3.529999999999969e+00	3.980457e-01
3.539999999999969e+00	3.982170e-01
3.549999999999968e+00	3.983805e-01
3.559999999999968e+00	3.985364e-01
3.569999999999968e+00	3.986845e-01
3.579999999999968e+00	3.988249e-01
3.589999999999967e+00	3.989575e-01
3.599999999999967e+00	3.990823e-01
3.609999999999967e+00	3.991993e-01
3.619999999999967e+00	3.993084e-01
3.629999999999967e+00	3.994097e-01
3.639999999999966e+00	3.995030e-01
3.649999999999966e+00	3.995884e-01
3.659999999999966e+00	3.996658e-01
3.669999999999966e+00	3.997352e-01
3.679999999999966e+00	3.997967e-01
3.689999999999965e+00	3.998500e-01
3.699999999999965e+00	3.998953e-01
3.709999999999965e+00	3.999325e-01
3.719999999999965e+00	3.999615e-01
3.729999999999964e+00	3.999824e-01
3.739999999999964e+00	3.999951e-01
3.749999999999964e+00	3.999995e-01
3.759999999999964e+00	3.999995e-01
3.769999999999964e+00	3.999995e-01
3.779999999999963e+00	3.999995e-01
3.789999999999963e+00	3.999995e-01
3.799999999999963e+00	3.999995e-01
3.809999999999963e+00	3.999995e-01
3.819999999999963e+00	3.999995e-01
3.829999999999962e+00	3.999995e-01
3.839999999999962e+00	3.999995e-01
3.849999999999962e+00	3.999995e-01
3.859999999999962e+00	3.999995e-01
3.869999999999961e+00	3.999995e-01
3.879999999999961e+00	3.999995e-01
3.889999999999961e+00	3.999995e-01
3.899999999999961e+00	3.999995e-01
3.909999999999961e+00	3.999995e-01
3.919999999999960e+00	3.999995e-01
3.929999999999960e+00	3.999995e-01
3.939999999999960e+00	3.999995e-01
3.949999999999960e+00	3.999995e-01
3.959999999999960e+00	3.999995e-01
3.969999999999959e+00	3.999995e-01
3.979999999999959e+00	3.999995e-01
3.989999999999959e+00	3.999995e-01
3.999999999999959e+00	3.999995e-01
4.009999999999959e+00	3.999995e-01
4.019999999999959e+00	3.999995e-01
4.029999999999959e+00	3.999995e-01
4.039999999999958e+00	3.999995e-01
4.049999999999958e+00	3.999995e-01
4.059999999999958e+00	3.999995e-01
4.069999999999958e+00	3.999995e-01
4.079999999999957e+00	3.999995e-01
4.089999999999957e+00	3.999995e-01
4.099999999999957e+00	3.999995e-01
4.109999999999957e+00	3.999995e-01
4.119999999999957e+00	3.999995e-01
4.129999999999956e+00	3.999995e-01
4.139999999999956e+00	3.999995e-01
4.149999999999956e+00	3.999995e-01
4.159999999999956e+00	3.999995e-01
4.169999999999956e+00	3.999995e-01
4.179999999999955e+00	3.999995e-01
4.189999999999955e+00	3.999995e-01
4.199999999999955e+00	3.999995e-01
4.209999999999955e+00	3.999995e-01
4.219999999999954e+00	3.999995e-01
4.229999999999954e+00	3.999995e-01
4.239999999999954e+00	3.999995e-01
4.249999999999954e+00	3.999995e-01
4.259999999999954e+00	3.999995e-01
4.269999999999953e+00	3.999995e-01
4.279999999999953e+00	3.999995e-01
4.289999999999953e+00	3.999995e-01
4.299999999999953e+00	3.999995e-01
4.309999999999953e+00	3.999995e-01
4.319999999999952e+00	3.999995e-01
4.329999999999952e+00	3.999995e-01
4.339999999999952e+00	3.999995e-01
4.349999999999952e+00	3.999995e-01
4.359999999999951e+00	3.999995e-01
4.369999999999951e+00	3.999995e-01
4.379999999999951e+00	3.999995e-01
4.389999999999951e+00	3.999995e-01
4.399999999999951e+00	3.999995e-01
4.409999999999950e+00	3.999995e-01
4.419999999999950e+00	3.999995e-01
4.429999999999950e+00	3.999995e-01
4.439999999999950e+00	3.999995e-01
4.449999999999950e+00	3.999995e-01
4.459999999999949e+00	3.999995e-01
4.469999999999949e+00	3.999995e-01
4.479999999999949e+00	3.999995e-01
4.489999999999949e+00	3.999995e-01
4.499999999999948e+00	3.999995e-01
4.509999999999948e+00	3.999995e-01
4.519999999999948e+00	3.999995e-01
4.529999999999948e+00	3.999995e-01
4.539999999999948e+00	3.999995e-01
4.549999999999947e+00	3.999995e-01
4.559999999999947e+00	3.999995e-01
4.569999999999947e+00	3.999995e-01
4.579999999999947e+00	3.999995e-01
4.589999999999947e+00	3.999995e-01
4.599999999999946e+00	3.999995e-01
4.609999999999946e+00	3.999995e-01
4.619999999999946e+00	3.999995e-01
4.629999999999946e+00	3.999995e-01
4.639999999999946e+00	3.999995e-01
4.649999999999945e+00	3.999995e-01
4.659999999999945e+00	3.999995e-01
4.669999999999945e+00	3.999995e-01
4.679999999999945e+00	3.999995e-01
4.689999999999944e+00	3.999995e-01
4.699999999999944e+00	3.999995e-01
4.709999999999944e+00	3.999995e-01
4.719999999999944e+00	3.999995e-01
4.729999999999944e+00	3.999995e-01
4.739999999999943e+00	3.999995e-01
4.749999999999943e+00	3.999995e-01
4.759999999999943e+00	3.999995e-01
4.769999999999943e+00	3.999995e-01
4.779999999999943e+00	3.999995e-01
4.789999999999942e+00	3.999995e-01
4.799999999999942e+00	3.999995e-01
4.809999999999942e+00	3.999995e-01
4.819999999999942e+00	3.999995e-01
4.829999999999941e+00	3.999995e-01
4.839999999999941e+00	3.999995e-01
4.849999999999941e+00	3.999995e-01
4.859999999999941e+00	3.999995e-01
4.869999999999941e+00	3.999995e-01
4.879999999999940e+00	3.999995e-01
4.889999999999940e+00	3.999995e-01
4.899999999999940e+00	3.999995e-01
4.909999999999940e+00	3.999995e-01
4.919999999999940e+00	3.999995e-01
4.929999999999939e+00	3.999995e-01
4.939999999999939e+00	3.999995e-01
4.949999999999939e+00	3.999995e-01
4.959999999999939e+00	3.999995e-01
4.969999999999938e+00	3.999995e-01
4.979999999999938e+00	3.999995e-01
4.989999999999938e+00	3.999995e-01
5.000000000000000e+00	3.999995e-01
